[0.5697, 0.7987],[0.4633, 0.802],[0.3417, 0.7306],[0.3486, 0.6669],[0.4423, 0.6378],[0.394, 0.4307],[0.3008, 0.2514],[0.2304, 0.1113],[0.1745, -0.0045],[0.5308, 0.4191],[0.5031, 0.2729],[0.4663, 0.4351],[0.46, 0.5321],[0.6558, 0.472],[0.637, 0.3752],[0.5758, 0.5226],[0.5627, 0.5985],[0.7645, 0.5625],[0.7422, 0.4792],[0.6767, 0.5808],[0.6551, 0.6404]
[0.7462, 0.8784],[0.6549, 0.8066],[0.634, 0.7162],[0.7598, 0.7428],[0.8887, 0.7774],[0.7906, 0.4307],[0.9228, 0.3098],[1.035, 0.274],[1.1255, 0.2729],[0.9004, 0.4737],[0.9759, 0.543],[0.9139, 0.6707],[0.8545, 0.7263],[0.9768, 0.555],[1.0399, 0.634],[0.9661, 0.7306],[0.9025, 0.7498],[1.0298, 0.6483],[1.075, 0.7212],[1.012, 0.7835],[0.9543, 0.7876]
[0.7506, 0.8749],[0.6578, 0.8068],[0.6355, 0.7197],[0.7619, 0.7453],[0.8886, 0.7839],[0.7935, 0.4288],[0.9317, 0.3008],[1.0466, 0.2666],[1.1349, 0.2719],[0.9082, 0.4718],[0.979, 0.5421],[0.9196, 0.672],[0.8535, 0.7367],[0.9899, 0.5522],[1.0546, 0.6266],[0.9862, 0.7283],[0.9164, 0.7618],[1.048, 0.6439],[1.1016, 0.709],[1.0432, 0.7734],[0.9815, 0.7875]
[0.7592, 0.8858],[0.6595, 0.8167],[0.6317, 0.7234],[0.7568, 0.7478],[0.8855, 0.7877],[0.7956, 0.4306],[0.9292, 0.307],[1.0451, 0.2724],[1.1342, 0.2779],[0.9143, 0.4747],[0.9927, 0.5255],[0.9335, 0.6623],[0.8704, 0.7319],[0.9967, 0.5557],[1.07, 0.6108],[0.9991, 0.7171],[0.93, 0.7537],[1.0549, 0.6509],[1.1122, 0.7009],[1.0512, 0.7688],[0.9883, 0.7855]
[0.7555, 0.8794],[0.6626, 0.8104],[0.6392, 0.7246],[0.7648, 0.7496],[0.8899, 0.789],[0.7964, 0.429],[0.9335, 0.302],[1.0516, 0.2735],[1.1421, 0.2832],[0.9086, 0.471],[0.9981, 0.5191],[0.9537, 0.6522],[0.8924, 0.7235],[0.9894, 0.5492],[1.072, 0.6002],[1.0111, 0.7077],[0.9416, 0.751],[1.0471, 0.6394],[1.1162, 0.6837],[1.0669, 0.7502],[1.0068, 0.7726]
[0.7517, 0.8845],[0.659, 0.8182],[0.6359, 0.7346],[0.7585, 0.7596],[0.8867, 0.7977],[0.7955, 0.4358],[0.933, 0.3063],[1.0486, 0.2772],[1.1369, 0.2863],[0.9071, 0.4802],[0.987, 0.5383],[0.9344, 0.6684],[0.8718, 0.73],[0.9853, 0.5608],[1.0556, 0.6294],[0.9904, 0.7333],[0.9227, 0.7661],[1.0401, 0.654],[1.0949, 0.7176],[1.0371, 0.7827],[0.9738, 0.7968]
[0.7582, 0.8828],[0.6636, 0.8183],[0.6375, 0.7337],[0.7592, 0.7611],[0.8874, 0.8021],[0.7964, 0.4328],[0.9334, 0.3082],[1.0507, 0.281],[1.1416, 0.2922],[0.9143, 0.475],[0.9974, 0.5327],[0.9437, 0.6724],[0.8816, 0.7466],[0.9987, 0.5535],[1.0754, 0.6153],[1.0094, 0.7251],[0.9409, 0.7679],[1.0594, 0.645],[1.1229, 0.6956],[1.0667, 0.7647],[1.005, 0.7856]
[0.7657, 0.8787],[0.6662, 0.8215],[0.6371, 0.7364],[0.7609, 0.7626],[0.8907, 0.8096],[0.7942, 0.4343],[0.9338, 0.3077],[1.0547, 0.2822],[1.1499, 0.2942],[0.9124, 0.4742],[1.0016, 0.5311],[0.9459, 0.6705],[0.8822, 0.7424],[0.9972, 0.5509],[1.0804, 0.6136],[1.0101, 0.724],[0.9399, 0.7642],[1.059, 0.6427],[1.1269, 0.6957],[1.0683, 0.7654],[1.0057, 0.784]
[0.7609, 0.8829],[0.6633, 0.8234],[0.6372, 0.7421],[0.7574, 0.7684],[0.8854, 0.8133],[0.7933, 0.4423],[0.9344, 0.312],[1.0519, 0.2859],[1.1461, 0.2957],[0.9121, 0.4825],[0.986, 0.5527],[0.9237, 0.6882],[0.8591, 0.7553],[0.9953, 0.5611],[1.0665, 0.634],[0.9974, 0.7372],[0.929, 0.773],[1.0552, 0.6526],[1.1181, 0.7152],[1.0615, 0.7806],[1.0013, 0.7977]
[0.771, 0.8788],[0.6691, 0.8229],[0.6362, 0.7405],[0.755, 0.7679],[0.8844, 0.8098],[0.7922, 0.4381],[0.9346, 0.3064],[1.0569, 0.2791],[1.153, 0.29],[0.9104, 0.475],[0.9928, 0.5428],[0.9322, 0.6839],[0.8692, 0.7519],[0.995, 0.5498],[1.0768, 0.6154],[1.0058, 0.725],[0.9363, 0.7623],[1.0572, 0.6393],[1.1266, 0.6938],[1.0685, 0.7643],[1.0064, 0.7823]
[0.7704, 0.8861],[0.667, 0.8312],[0.6314, 0.7482],[0.7464, 0.7723],[0.8768, 0.8115],[0.7919, 0.443],[0.9315, 0.3104],[1.0495, 0.2797],[1.1449, 0.2871],[0.9137, 0.4767],[0.9932, 0.5567],[0.9257, 0.6994],[0.8615, 0.7613],[1.0004, 0.5514],[1.0792, 0.6297],[1.0061, 0.7369],[0.9376, 0.7665],[1.064, 0.641],[1.1328, 0.7076],[1.071, 0.779],[1.0069, 0.7928]
[0.7714, 0.8896],[0.6714, 0.8302],[0.6443, 0.7356],[0.7702, 0.7543],[0.8905, 0.8083],[0.7943, 0.4365],[0.9315, 0.3126],[1.0506, 0.2842],[1.1446, 0.2932],[0.9137, 0.4715],[1.0006, 0.5315],[0.9524, 0.6643],[0.8903, 0.7387],[0.999, 0.5467],[1.0863, 0.6021],[1.0297, 0.7061],[0.9624, 0.752],[1.0615, 0.6379],[1.1396, 0.6819],[1.092, 0.7465],[1.0299, 0.7713]
[0.7573, 0.8827],[0.6622, 0.8248],[0.6422, 0.7328],[0.7697, 0.7535],[0.888, 0.8106],[0.7924, 0.4396],[0.9265, 0.3122],[1.0456, 0.2833],[1.1409, 0.2943],[0.9137, 0.475],[1.0015, 0.5404],[0.9564, 0.671],[0.896, 0.7479],[0.9997, 0.5538],[1.0875, 0.6118],[1.0358, 0.7127],[0.9723, 0.7632],[1.0625, 0.6482],[1.1419, 0.6927],[1.1, 0.7552],[1.0424, 0.7853]
[0.7547, 0.886],[0.6615, 0.8278],[0.6412, 0.7347],[0.7678, 0.757],[0.8877, 0.8112],[0.7887, 0.4407],[0.9235, 0.3159],[1.0394, 0.2885],[1.1299, 0.3017],[0.9066, 0.4756],[0.9999, 0.5444],[0.9648, 0.6729],[0.9089, 0.7489],[0.9909, 0.5546],[1.0823, 0.6148],[1.0352, 0.7125],[0.9741, 0.7594],[1.0524, 0.6489],[1.1323, 0.6985],[1.0927, 0.758],[1.0373, 0.7834]
[0.7622, 0.8869],[0.6641, 0.827],[0.6371, 0.7319],[0.7599, 0.7558],[0.8817, 0.8072],[0.7886, 0.4385],[0.9205, 0.3167],[1.0369, 0.2902],[1.1271, 0.3038],[0.9101, 0.4747],[1.0016, 0.539],[0.9569, 0.6731],[0.8962, 0.7475],[0.997, 0.5531],[1.0845, 0.6125],[1.0294, 0.7164],[0.9649, 0.7601],[1.0612, 0.6478],[1.1346, 0.6957],[1.0864, 0.761],[1.0264, 0.7834]
[0.7633, 0.8881],[0.6608, 0.8294],[0.6355, 0.7344],[0.762, 0.7585],[0.8849, 0.8089],[0.785, 0.4344],[0.9146, 0.3183],[1.0297, 0.286],[1.1228, 0.2931],[0.9054, 0.4695],[1.0071, 0.5402],[0.9549, 0.6763],[0.8932, 0.7444],[0.9911, 0.5475],[1.0838, 0.618],[1.0181, 0.7257],[0.9531, 0.7613],[1.0553, 0.643],[1.1281, 0.7013],[1.0718, 0.7702],[1.0094, 0.7863]
[0.7556, 0.8849],[0.6599, 0.8239],[0.637, 0.7352],[0.7618, 0.7615],[0.8859, 0.8113],[0.7884, 0.438],[0.9136, 0.3195],[1.0226, 0.2868],[1.1098, 0.2926],[0.9068, 0.4776],[1.0033, 0.5358],[0.9573, 0.6709],[0.8955, 0.75],[0.9901, 0.5601],[1.0794, 0.616],[1.0209, 0.723],[0.9547, 0.7712],[1.05, 0.6576],[1.1231, 0.7041],[1.0753, 0.7709],[1.018, 0.7948]
[0.7515, 0.8766],[0.6565, 0.8201],[0.6329, 0.7321],[0.7564, 0.7573],[0.8814, 0.8094],[0.7834, 0.438],[0.9136, 0.3201],[1.028, 0.2894],[1.1183, 0.2964],[0.9066, 0.4718],[1.0004, 0.5449],[0.9575, 0.6783],[0.8954, 0.7549],[0.994, 0.5513],[1.0813, 0.622],[1.0273, 0.7258],[0.9619, 0.7742],[1.0572, 0.6475],[1.1299, 0.7052],[1.0832, 0.772],[1.0245, 0.7989]
[0.7575, 0.8743],[0.6615, 0.8212],[0.6398, 0.7334],[0.7658, 0.7578],[0.8854, 0.8118],[0.7816, 0.4384],[0.912, 0.3216],[1.0266, 0.2888],[1.1184, 0.2902],[0.8982, 0.4699],[0.9889, 0.5481],[0.951, 0.685],[0.8962, 0.7641],[0.9815, 0.5456],[1.0698, 0.62],[1.0176, 0.7254],[0.9556, 0.775],[1.0425, 0.6385],[1.1198, 0.695],[1.0776, 0.7615],[1.0227, 0.7895]
[0.7588, 0.8681],[0.6619, 0.8186],[0.6352, 0.7387],[0.7563, 0.7625],[0.8803, 0.8096],[0.7826, 0.4338],[0.914, 0.3193],[1.0297, 0.2809],[1.125, 0.2743],[0.9019, 0.4627],[0.9868, 0.5599],[0.938, 0.6989],[0.8777, 0.7733],[0.9858, 0.5409],[1.0668, 0.6339],[1.0071, 0.7373],[0.9416, 0.7787],[1.0461, 0.6366],[1.1146, 0.7101],[1.0667, 0.7745],[1.0108, 0.794]
[0.7504, 0.8633],[0.6563, 0.8113],[0.6335, 0.7305],[0.7546, 0.757],[0.8791, 0.8069],[0.7845, 0.432],[0.9148, 0.3203],[1.025, 0.281],[1.115, 0.2726],[0.9011, 0.4639],[0.9847, 0.5586],[0.9328, 0.695],[0.8697, 0.7683],[0.9817, 0.5429],[1.0605, 0.6349],[0.9991, 0.7372],[0.9321, 0.7788],[1.0383, 0.6383],[1.1063, 0.7117],[1.0569, 0.7748],[0.9989, 0.7947]
[0.743, 0.8642],[0.6536, 0.8124],[0.6401, 0.7321],[0.7623, 0.7611],[0.8815, 0.8083],[0.7833, 0.4335],[0.9149, 0.3197],[1.0266, 0.282],[1.1178, 0.2761],[0.8958, 0.4696],[0.9859, 0.558],[0.9394, 0.6942],[0.8791, 0.7717],[0.9738, 0.5496],[1.0571, 0.6359],[0.9952, 0.7396],[0.9279, 0.7846],[1.028, 0.6433],[1.1026, 0.7122],[1.0563, 0.7749],[0.9999, 0.7972]
[0.7509, 0.8704],[0.6542, 0.8186],[0.6322, 0.7351],[0.7511, 0.7617],[0.8772, 0.8068],[0.7795, 0.4364],[0.9149, 0.3204],[1.0302, 0.2832],[1.1243, 0.2793],[0.8992, 0.468],[0.986, 0.5648],[0.9372, 0.7043],[0.8753, 0.7832],[0.9823, 0.5468],[1.0648, 0.6384],[1.0046, 0.7413],[0.937, 0.7875],[1.0396, 0.6411],[1.1114, 0.7161],[1.0661, 0.7796],[1.0112, 0.8021]
[0.7481, 0.8659],[0.6546, 0.8097],[0.6338, 0.7274],[0.7516, 0.7588],[0.874, 0.8118],[0.7884, 0.4394],[0.9267, 0.3114],[1.0507, 0.2773],[1.1486, 0.2783],[0.9024, 0.4875],[0.9878, 0.5292],[0.9293, 0.6599],[0.8686, 0.7241],[0.9806, 0.5703],[1.0593, 0.6217],[0.9824, 0.7274],[0.9117, 0.7625],[1.0359, 0.667],[1.0997, 0.7106],[1.0355, 0.7765],[0.9704, 0.792]
[0.7556, 0.8717],[0.6551, 0.8155],[0.6291, 0.728],[0.7469, 0.7559],[0.8725, 0.805],[0.7896, 0.4398],[0.9282, 0.3127],[1.0524, 0.275],[1.1517, 0.2708],[0.9075, 0.4859],[0.9986, 0.527],[0.9421, 0.663],[0.8813, 0.7329],[0.988, 0.5671],[1.0749, 0.6171],[0.9992, 0.7253],[0.9288, 0.7632],[1.0445, 0.6638],[1.1169, 0.7049],[1.0518, 0.7733],[0.9836, 0.7903]
[0.7506, 0.8644],[0.6533, 0.8115],[0.6278, 0.7288],[0.7434, 0.7582],[0.871, 0.8077],[0.7896, 0.4383],[0.9264, 0.3106],[1.0494, 0.2753],[1.15, 0.2759],[0.9074, 0.4821],[1.0058, 0.5198],[0.949, 0.6556],[0.886, 0.7281],[0.9884, 0.5609],[1.0794, 0.6079],[1.0033, 0.7172],[0.93, 0.7589],[1.0452, 0.6548],[1.1197, 0.6967],[1.0551, 0.766],[0.9856, 0.7853]
[0.7503, 0.8634],[0.6554, 0.8095],[0.631, 0.7279],[0.7446, 0.7562],[0.8706, 0.804],[0.7906, 0.4386],[0.9284, 0.3092],[1.0498, 0.2787],[1.1467, 0.2861],[0.9075, 0.4825],[1.0022, 0.5289],[0.9412, 0.6624],[0.8752, 0.7337],[0.9873, 0.5607],[1.0727, 0.6179],[0.9944, 0.7242],[0.9206, 0.7637],[1.0431, 0.6542],[1.1108, 0.7062],[1.0438, 0.7742],[0.9746, 0.7914]
[0.7503, 0.8652],[0.6576, 0.8149],[0.6344, 0.7328],[0.7467, 0.7614],[0.8694, 0.8016],[0.7874, 0.4373],[0.9276, 0.3093],[1.0507, 0.2791],[1.1485, 0.2866],[0.9067, 0.4755],[0.9954, 0.5447],[0.9352, 0.6829],[0.8718, 0.7521],[0.9895, 0.5543],[1.0733, 0.6257],[1.001, 0.7312],[0.9317, 0.7696],[1.0479, 0.6474],[1.1191, 0.7084],[1.0601, 0.7764],[0.9974, 0.7947]
[0.7545, 0.8784],[0.6561, 0.8238],[0.6323, 0.7373],[0.7479, 0.7635],[0.8714, 0.8101],[0.7884, 0.4424],[0.9312, 0.3092],[1.0572, 0.2831],[1.1564, 0.2933],[0.903, 0.4854],[0.9954, 0.5406],[0.9317, 0.6825],[0.8638, 0.7526],[0.9819, 0.5633],[1.0691, 0.6253],[0.9887, 0.737],[0.9133, 0.7743],[1.0376, 0.6566],[1.1086, 0.7095],[1.0405, 0.781],[0.969, 0.7973]
[0.7541, 0.876],[0.6558, 0.8209],[0.6293, 0.7363],[0.7457, 0.764],[0.8709, 0.8081],[0.7901, 0.4345],[0.9362, 0.3051],[1.0645, 0.2796],[1.1638, 0.2885],[0.9074, 0.4723],[0.9939, 0.5452],[0.9309, 0.6871],[0.8608, 0.754],[0.9903, 0.5493],[1.0728, 0.626],[0.9986, 0.7396],[0.9233, 0.7771],[1.0491, 0.6423],[1.118, 0.7054],[1.0536, 0.7793],[0.9834, 0.7972]
[0.7559, 0.8833],[0.6533, 0.8243],[0.6261, 0.7333],[0.7446, 0.7596],[0.8699, 0.8077],[0.7889, 0.4387],[0.9341, 0.3037],[1.0588, 0.2812],[1.1533, 0.2985],[0.9078, 0.481],[0.9961, 0.553],[0.9275, 0.6948],[0.8552, 0.7573],[0.9902, 0.5604],[1.0736, 0.6362],[0.994, 0.7471],[0.9166, 0.7787],[1.0493, 0.6552],[1.1184, 0.7147],[1.051, 0.788],[0.9787, 0.803]
[0.7563, 0.878],[0.6548, 0.8193],[0.6279, 0.7319],[0.7472, 0.7617],[0.8744, 0.8087],[0.7929, 0.4332],[0.9369, 0.302],[1.061, 0.2793],[1.1565, 0.297],[0.9147, 0.4715],[0.9937, 0.5564],[0.931, 0.6981],[0.8626, 0.7662],[0.9994, 0.5499],[1.0759, 0.6321],[1.005, 0.7419],[0.9316, 0.7808],[1.0596, 0.6428],[1.126, 0.7079],[1.0654, 0.7795],[0.9977, 0.7997]
[0.7527, 0.8837],[0.6526, 0.8257],[0.6261, 0.7351],[0.7449, 0.7601],[0.8725, 0.8063],[0.7901, 0.4429],[0.9297, 0.3068],[1.0482, 0.2811],[1.1376, 0.2958],[0.9109, 0.4804],[0.9865, 0.5601],[0.9208, 0.7017],[0.8515, 0.7711],[0.9937, 0.5591],[1.0714, 0.6331],[1.0004, 0.7408],[0.9284, 0.7801],[1.0532, 0.6536],[1.1212, 0.7116],[1.0624, 0.7817],[0.9979, 0.8021]
[0.7488, 0.8769],[0.6522, 0.8198],[0.6314, 0.7323],[0.7523, 0.7597],[0.8765, 0.8069],[0.7874, 0.4364],[0.9286, 0.3075],[1.047, 0.2787],[1.1381, 0.2876],[0.9072, 0.4727],[0.9855, 0.5606],[0.9263, 0.6988],[0.8603, 0.7675],[0.9908, 0.5522],[1.0662, 0.635],[1.0005, 0.741],[0.932, 0.7812],[1.0499, 0.6463],[1.1162, 0.7115],[1.063, 0.7786],[1.0035, 0.7992]
[0.751, 0.8804],[0.6511, 0.8238],[0.6287, 0.7345],[0.7498, 0.7601],[0.8757, 0.8051],[0.7868, 0.44],[0.9306, 0.3073],[1.0496, 0.2778],[1.1406, 0.2863],[0.908, 0.4781],[0.9889, 0.5626],[0.9263, 0.7018],[0.8577, 0.7711],[0.9918, 0.5575],[1.0713, 0.6384],[1.0028, 0.7441],[0.9322, 0.7838],[1.0504, 0.6511],[1.1219, 0.7161],[1.0672, 0.7834],[1.0056, 0.8034]
[0.7531, 0.8918],[0.6534, 0.8312],[0.6301, 0.7377],[0.7508, 0.7626],[0.8726, 0.8073],[0.7929, 0.4435],[0.9243, 0.3169],[1.0373, 0.2819],[1.1284, 0.2849],[0.9199, 0.4866],[0.9966, 0.5751],[0.9334, 0.7143],[0.8699, 0.7848],[1.0064, 0.5718],[1.0765, 0.661],[1.0041, 0.7653],[0.9354, 0.8024],[1.0671, 0.6728],[1.1266, 0.7411],[1.066, 0.8044],[1.0017, 0.8211]
[0.7417, 0.8811],[0.6482, 0.8213],[0.6311, 0.7322],[0.7559, 0.7614],[0.8806, 0.8021],[0.7921, 0.4421],[0.9254, 0.3197],[1.0375, 0.2881],[1.1271, 0.2957],[0.9146, 0.4863],[0.9913, 0.5719],[0.9322, 0.7029],[0.873, 0.7707],[0.9977, 0.5729],[1.0705, 0.6575],[1.004, 0.7578],[0.9416, 0.7936],[1.0568, 0.6749],[1.1221, 0.7362],[1.0658, 0.7972],[1.0036, 0.8152]
[0.7513, 0.8797],[0.6561, 0.8235],[0.6345, 0.7348],[0.7553, 0.7622],[0.88, 0.805],[0.7903, 0.4496],[0.9233, 0.3215],[1.0391, 0.288],[1.1306, 0.2946],[0.9147, 0.4908],[0.9974, 0.5625],[0.9451, 0.6973],[0.8846, 0.7753],[1.0006, 0.5736],[1.0803, 0.641],[1.0184, 0.7454],[0.9527, 0.7931],[1.0626, 0.6708],[1.1351, 0.7171],[1.084, 0.7831],[1.0227, 0.8113]
[0.7504, 0.8775],[0.6565, 0.8269],[0.6327, 0.739],[0.7502, 0.764],[0.8755, 0.8059],[0.7866, 0.4505],[0.9193, 0.3242],[1.0362, 0.2884],[1.13, 0.2901],[0.9086, 0.4893],[1.001, 0.5658],[0.9516, 0.7035],[0.8919, 0.7792],[0.9939, 0.5699],[1.0834, 0.6385],[1.0257, 0.7428],[0.9615, 0.787],[1.0558, 0.6647],[1.1349, 0.7137],[1.0889, 0.7805],[1.0303, 0.8066]
[0.7414, 0.8613],[0.6535, 0.8132],[0.6327, 0.7343],[0.7479, 0.7647],[0.8723, 0.8041],[0.7871, 0.447],[0.9204, 0.3224],[1.0329, 0.2895],[1.1226, 0.2944],[0.9068, 0.484],[0.9947, 0.574],[0.9395, 0.7084],[0.8772, 0.7776],[0.9891, 0.5646],[1.0749, 0.6436],[1.0156, 0.743],[0.9511, 0.7817],[1.048, 0.658],[1.1234, 0.7178],[1.0761, 0.7819],[1.0184, 0.8045]
[0.7488, 0.8634],[0.6582, 0.8155],[0.6343, 0.7353],[0.7451, 0.763],[0.8647, 0.7999],[0.7851, 0.4513],[0.9206, 0.3244],[1.0351, 0.2887],[1.125, 0.2906],[0.9043, 0.4924],[0.9968, 0.5572],[0.9392, 0.6952],[0.876, 0.7683],[0.9859, 0.5703],[1.075, 0.6292],[1.009, 0.733],[0.9427, 0.7708],[1.0448, 0.6617],[1.1204, 0.7047],[1.0681, 0.7724],[1.0081, 0.7926]
