[0.5487, 0.8017],[0.4242, 0.7953],[0.2912, 0.6954],[0.288, 0.5864],[0.4046, 0.5702],[0.3874, 0.431],[0.3463, 0.2247],[0.326, 0.0807],[0.3089, -0.0386],[0.505, 0.4281],[0.487, 0.3629],[0.4821, 0.5148],[0.4847, 0.6213],[0.6127, 0.4612],[0.6023, 0.4122],[0.5747, 0.5507],[0.5584, 0.644],[0.7129, 0.5179],[0.7021, 0.4603],[0.663, 0.5598],[0.6374, 0.6303]
[0.5522, 1.1466],[0.4909, 1.0713],[0.4848, 0.9705],[0.5464, 0.9595],[0.6015, 0.9676],[0.6493, 0.7677],[0.7921, 0.6622],[0.8993, 0.6072],[0.9854, 0.5559],[0.7396, 0.8351],[0.8251, 0.8676],[0.7653, 0.9718],[0.698, 1.0267],[0.8041, 0.9157],[0.8624, 0.9628],[0.7981, 1.0431],[0.7348, 1.0758],[0.843, 1.0006],[0.8901, 1.0411],[0.8381, 1.0928],[0.7914, 1.1102]
[0.5507, 1.1595],[0.4862, 1.0806],[0.481, 0.9766],[0.5466, 0.9642],[0.6047, 0.9694],[0.6498, 0.7674],[0.7952, 0.6623],[0.9049, 0.6082],[0.9941, 0.5585],[0.7418, 0.8369],[0.823, 0.8738],[0.7601, 0.9806],[0.6912, 1.0396],[0.8077, 0.92],[0.8637, 0.9685],[0.7972, 1.0522],[0.732, 1.0898],[0.8474, 1.0065],[0.8917, 1.0474],[0.8385, 1.1009],[0.7923, 1.1218]
[0.5555, 1.1691],[0.4892, 1.0856],[0.4851, 0.9801],[0.5512, 0.9649],[0.6088, 0.9621],[0.6523, 0.7677],[0.8031, 0.6601],[0.9168, 0.6047],[1.0085, 0.5541],[0.7477, 0.8363],[0.8222, 0.8908],[0.7498, 0.9998],[0.6757, 1.056],[0.8163, 0.9212],[0.8653, 0.9843],[0.7936, 1.0685],[0.7293, 1.1035],[0.8583, 1.0097],[0.8963, 1.0624],[0.8384, 1.1167],[0.7938, 1.1362]
[0.5588, 1.1759],[0.4923, 1.0925],[0.484, 0.9882],[0.5484, 0.9738],[0.603, 0.9737],[0.6535, 0.7674],[0.8032, 0.6598],[0.9158, 0.6055],[1.008, 0.5571],[0.7485, 0.8361],[0.8223, 0.891],[0.7552, 0.9983],[0.684, 1.0568],[0.8163, 0.9214],[0.8609, 0.9901],[0.7925, 1.0761],[0.729, 1.114],[0.8568, 1.0104],[0.8887, 1.0687],[0.8344, 1.124],[0.791, 1.1453]
[0.5539, 1.1817],[0.4862, 1.0921],[0.4782, 0.983],[0.545, 0.973],[0.601, 0.9781],[0.6541, 0.7665],[0.8034, 0.6598],[0.9163, 0.6038],[1.0095, 0.5551],[0.7536, 0.8347],[0.8215, 0.9057],[0.748, 1.012],[0.6756, 1.0677],[0.8216, 0.923],[0.8572, 1.0083],[0.7852, 1.0906],[0.7235, 1.1231],[0.8612, 1.0162],[0.887, 1.0845],[0.8296, 1.137],[0.7863, 1.1542]
[0.5513, 1.1842],[0.4805, 1.0897],[0.4736, 0.9762],[0.5431, 0.9706],[0.6052, 0.9794],[0.6555, 0.7634],[0.8085, 0.6609],[0.9243, 0.6051],[1.0176, 0.5547],[0.7605, 0.8303],[0.8027, 0.923],[0.7178, 1.0289],[0.6433, 1.0764],[0.8307, 0.9201],[0.8445, 1.0216],[0.7701, 1.1013],[0.7126, 1.1268],[0.871, 1.0138],[0.8775, 1.0957],[0.8188, 1.1478],[0.7798, 1.1626]
[0.545, 1.188],[0.4784, 1.0948],[0.4736, 0.9818],[0.5436, 0.9742],[0.5998, 0.9827],[0.6517, 0.7654],[0.8046, 0.6614],[0.919, 0.6069],[1.0123, 0.5571],[0.7534, 0.8358],[0.8147, 0.9116],[0.7302, 1.0191],[0.6511, 1.0704],[0.8229, 0.926],[0.8554, 1.0119],[0.777, 1.0923],[0.712, 1.1194],[0.8637, 1.0206],[0.8873, 1.0917],[0.8242, 1.1432],[0.7782, 1.1562]
[0.5465, 1.1879],[0.4802, 1.0932],[0.4755, 0.9823],[0.5431, 0.973],[0.5964, 0.9751],[0.6552, 0.7632],[0.8081, 0.6605],[0.9221, 0.6065],[1.0157, 0.5571],[0.7579, 0.8317],[0.8022, 0.9228],[0.7128, 1.0249],[0.6364, 1.067],[0.8272, 0.9227],[0.8413, 1.0227],[0.7631, 1.099],[0.705, 1.1191],[0.8676, 1.0171],[0.8727, 1.1008],[0.8101, 1.1503],[0.7704, 1.1595]
[0.545, 1.1865],[0.4801, 1.0939],[0.4749, 0.9862],[0.5398, 0.9748],[0.5904, 0.9745],[0.6521, 0.7651],[0.8054, 0.6612],[0.9209, 0.6078],[1.015, 0.5588],[0.7555, 0.8342],[0.8038, 0.9203],[0.7169, 1.0258],[0.6399, 1.0718],[0.8263, 0.9252],[0.8448, 1.0217],[0.7692, 1.102],[0.71, 1.1275],[0.8683, 1.0186],[0.8786, 1.0999],[0.8179, 1.1518],[0.7779, 1.1653]
[0.5414, 1.1847],[0.4788, 1.0917],[0.477, 0.9827],[0.5466, 0.9755],[0.5981, 0.9789],[0.6528, 0.7633],[0.8063, 0.6615],[0.9197, 0.6068],[1.0123, 0.5552],[0.756, 0.8305],[0.7959, 0.9197],[0.7044, 1.0192],[0.6273, 1.0571],[0.826, 0.9208],[0.838, 1.0186],[0.7592, 1.0941],[0.7016, 1.1125],[0.8675, 1.0148],[0.8711, 1.0984],[0.8068, 1.1475],[0.767, 1.156]
[0.5368, 1.1767],[0.4735, 1.0867],[0.471, 0.9848],[0.5377, 0.9791],[0.5904, 0.9779],[0.6564, 0.7595],[0.8027, 0.6631],[0.9138, 0.6072],[1.0072, 0.557],[0.765, 0.8267],[0.797, 0.9466],[0.7018, 1.0396],[0.6254, 1.0714],[0.8332, 0.9238],[0.8295, 1.051],[0.7459, 1.1156],[0.6892, 1.1226],[0.8696, 1.0248],[0.8601, 1.1268],[0.7925, 1.1668],[0.7506, 1.1645]
[0.5372, 1.1688],[0.4784, 1.0814],[0.4797, 0.9813],[0.5484, 0.9711],[0.6029, 0.9683],[0.6503, 0.7582],[0.8005, 0.661],[0.9123, 0.6077],[1.0032, 0.5585],[0.7515, 0.8286],[0.8039, 0.9155],[0.7188, 1.0095],[0.6393, 1.0463],[0.8189, 0.9216],[0.8402, 1.0134],[0.7627, 1.0854],[0.7005, 1.104],[0.8566, 1.0154],[0.8669, 1.0934],[0.805, 1.1402],[0.7627, 1.1498]
[0.5401, 1.1679],[0.4806, 1.0799],[0.4807, 0.9776],[0.5499, 0.9696],[0.6093, 0.9712],[0.654, 0.7609],[0.7993, 0.6636],[0.9097, 0.6119],[1.0003, 0.5655],[0.7556, 0.8296],[0.8127, 0.9162],[0.7327, 1.0107],[0.6566, 1.0519],[0.8233, 0.9214],[0.8471, 1.0168],[0.7718, 1.0899],[0.7112, 1.1123],[0.8613, 1.0167],[0.8748, 1.0949],[0.813, 1.1412],[0.7704, 1.1519]
[0.5499, 1.1717],[0.4841, 1.085],[0.484, 0.9811],[0.5557, 0.969],[0.6169, 0.9612],[0.6554, 0.7626],[0.8057, 0.6635],[0.9213, 0.6106],[1.0153, 0.5624],[0.7584, 0.8331],[0.8054, 0.9236],[0.7193, 1.021],[0.6424, 1.0612],[0.8269, 0.9259],[0.8442, 1.02],[0.7675, 1.093],[0.7084, 1.114],[0.8657, 1.0199],[0.8736, 1.0981],[0.8114, 1.1458],[0.7716, 1.1571]
[0.5483, 1.1737],[0.4827, 1.0874],[0.4794, 0.9833],[0.5455, 0.9719],[0.6014, 0.9715],[0.6533, 0.7653],[0.8032, 0.6646],[0.919, 0.6103],[1.0126, 0.5625],[0.7568, 0.8363],[0.8097, 0.9226],[0.7224, 1.0222],[0.643, 1.0669],[0.8254, 0.9285],[0.8477, 1.022],[0.7709, 1.0959],[0.7099, 1.1199],[0.8634, 1.023],[0.8758, 1.1019],[0.814, 1.1496],[0.7733, 1.1615]
[0.5443, 1.1697],[0.4808, 1.0824],[0.4758, 0.9795],[0.5424, 0.9699],[0.6043, 0.9752],[0.6552, 0.7631],[0.8048, 0.6664],[0.9187, 0.6132],[1.0114, 0.5648],[0.758, 0.8343],[0.8126, 0.9251],[0.7236, 1.0188],[0.6424, 1.0566],[0.8255, 0.9275],[0.8477, 1.0258],[0.7675, 1.0946],[0.704, 1.1123],[0.8619, 1.0227],[0.8746, 1.1052],[0.8103, 1.1492],[0.7665, 1.1563]
[0.5436, 1.1727],[0.4804, 1.0868],[0.482, 0.9827],[0.5564, 0.9723],[0.6177, 0.9717],[0.6549, 0.7672],[0.8051, 0.6668],[0.9198, 0.6127],[1.0138, 0.5654],[0.7556, 0.8374],[0.8145, 0.9244],[0.731, 1.0206],[0.6533, 1.0645],[0.8216, 0.9286],[0.849, 1.0211],[0.7722, 1.0914],[0.7105, 1.114],[0.8578, 1.0219],[0.8741, 1.0992],[0.8133, 1.144],[0.7712, 1.1542]
[0.5479, 1.1758],[0.4799, 1.0884],[0.4812, 0.9808],[0.5584, 0.97],[0.6243, 0.9697],[0.6531, 0.7671],[0.8072, 0.6647],[0.9235, 0.6122],[1.0188, 0.565],[0.7544, 0.8373],[0.8078, 0.9242],[0.7244, 1.0273],[0.649, 1.0746],[0.8223, 0.9274],[0.8448, 1.0192],[0.7698, 1.0973],[0.7111, 1.1236],[0.8609, 1.0182],[0.8724, 1.0939],[0.8138, 1.1451],[0.7758, 1.1604]
[0.5443, 1.1772],[0.4773, 1.0849],[0.4784, 0.9757],[0.5562, 0.9642],[0.6259, 0.9708],[0.6525, 0.7666],[0.8097, 0.6598],[0.9292, 0.6084],[1.0267, 0.5645],[0.751, 0.8401],[0.8188, 0.911],[0.7474, 1.011],[0.6761, 1.0629],[0.8179, 0.9301],[0.8506, 1.0099],[0.782, 1.0887],[0.723, 1.1202],[0.8563, 1.0212],[0.8767, 1.0879],[0.821, 1.1376],[0.7809, 1.1538]
[0.5433, 1.1811],[0.4769, 1.0854],[0.4795, 0.9752],[0.5579, 0.9655],[0.6288, 0.9733],[0.6514, 0.7674],[0.8092, 0.6613],[0.9273, 0.6096],[1.0233, 0.5649],[0.7506, 0.8402],[0.8164, 0.9146],[0.7459, 1.0159],[0.6756, 1.0696],[0.8178, 0.9312],[0.8486, 1.0148],[0.7816, 1.0943],[0.7233, 1.1279],[0.8564, 1.0227],[0.8753, 1.0912],[0.8217, 1.1418],[0.7828, 1.1603]
[0.5415, 1.1853],[0.4734, 1.0903],[0.478, 0.9798],[0.5586, 0.9669],[0.63, 0.9729],[0.6477, 0.7691],[0.8087, 0.6621],[0.929, 0.6107],[1.0274, 0.5658],[0.7477, 0.8421],[0.8142, 0.9136],[0.7402, 1.0143],[0.6678, 1.066],[0.8156, 0.9327],[0.8477, 1.0126],[0.7782, 1.0921],[0.7189, 1.1237],[0.8542, 1.0233],[0.8734, 1.0901],[0.8183, 1.1409],[0.7794, 1.1583]
[0.5464, 1.1924],[0.4745, 1.0983],[0.4767, 0.9845],[0.5607, 0.9699],[0.6343, 0.9709],[0.648, 0.7699],[0.8089, 0.6632],[0.9325, 0.6107],[1.0341, 0.5641],[0.7521, 0.8391],[0.8048, 0.924],[0.7251, 1.0283],[0.6532, 1.079],[0.822, 0.9291],[0.8444, 1.0223],[0.7714, 1.103],[0.7142, 1.132],[0.8618, 1.0201],[0.8726, 1.0966],[0.8153, 1.149],[0.7791, 1.1651]
[0.5522, 1.2072],[0.4767, 1.1108],[0.4784, 0.9941],[0.5546, 0.976],[0.6178, 0.9738],[0.6489, 0.7692],[0.8093, 0.6645],[0.9335, 0.6102],[1.0348, 0.5627],[0.7562, 0.841],[0.8018, 0.9355],[0.7161, 1.0489],[0.6411, 1.1054],[0.8282, 0.9365],[0.8405, 1.0358],[0.7651, 1.1202],[0.7073, 1.1515],[0.8702, 1.0332],[0.8729, 1.1131],[0.8126, 1.1666],[0.774, 1.1837]
[0.5554, 1.2161],[0.4751, 1.1155],[0.4789, 0.9871],[0.5577, 0.9701],[0.6255, 0.9765],[0.6498, 0.7696],[0.8123, 0.6636],[0.941, 0.6097],[1.0442, 0.5627],[0.7606, 0.8427],[0.7908, 0.9433],[0.6977, 1.0602],[0.6184, 1.1158],[0.8354, 0.9408],[0.8333, 1.0483],[0.7544, 1.1375],[0.6961, 1.1685],[0.8797, 1.0379],[0.8716, 1.125],[0.8085, 1.1829],[0.7705, 1.2017]
[0.545, 1.2093],[0.4722, 1.1096],[0.4825, 0.9872],[0.5607, 0.973],[0.6187, 0.9825],[0.6475, 0.7679],[0.817, 0.6602],[0.9475, 0.611],[1.0537, 0.5664],[0.7527, 0.8438],[0.7946, 0.9359],[0.6975, 1.0511],[0.6165, 1.1007],[0.8255, 0.9408],[0.837, 1.0387],[0.7548, 1.128],[0.6939, 1.1557],[0.8694, 1.0347],[0.8724, 1.1169],[0.8078, 1.1742],[0.7691, 1.19]
[0.5538, 1.214],[0.4744, 1.1121],[0.4814, 0.9884],[0.5597, 0.9781],[0.6225, 0.9891],[0.6497, 0.7646],[0.8221, 0.6606],[0.9561, 0.6123],[1.0653, 0.5685],[0.7585, 0.8361],[0.7777, 0.9412],[0.6777, 1.0496],[0.5993, 1.0911],[0.8309, 0.9304],[0.8253, 1.0408],[0.7469, 1.126],[0.6919, 1.1462],[0.8735, 1.0225],[0.8625, 1.1131],[0.8019, 1.1702],[0.767, 1.184]
[0.5562, 1.218],[0.4705, 1.1135],[0.4781, 0.983],[0.5637, 0.9713],[0.6343, 0.9847],[0.6506, 0.77],[0.8229, 0.6615],[0.9567, 0.6138],[1.0672, 0.5685],[0.7598, 0.8441],[0.7791, 0.9438],[0.6799, 1.057],[0.6015, 1.1014],[0.8314, 0.9382],[0.8216, 1.0466],[0.7414, 1.1365],[0.6852, 1.1579],[0.8726, 1.0284],[0.8594, 1.1162],[0.7964, 1.177],[0.7577, 1.1917]
[0.5547, 1.2188],[0.4709, 1.1116],[0.4775, 0.9828],[0.5557, 0.9698],[0.621, 0.9822],[0.6548, 0.7718],[0.8255, 0.6613],[0.9567, 0.6111],[1.0628, 0.5655],[0.7593, 0.8486],[0.7927, 0.9381],[0.6991, 1.0477],[0.6196, 1.0951],[0.8296, 0.9453],[0.8294, 1.0468],[0.7508, 1.1351],[0.6922, 1.1612],[0.8709, 1.0372],[0.868, 1.119],[0.8047, 1.1777],[0.764, 1.1941]
[0.5394, 1.2146],[0.4672, 1.1051],[0.4816, 0.9816],[0.5591, 0.9717],[0.6175, 0.9853],[0.6538, 0.7715],[0.8221, 0.6633],[0.9531, 0.6155],[1.0594, 0.5704],[0.7586, 0.8504],[0.7962, 0.9373],[0.7004, 1.0472],[0.6182, 1.0952],[0.8285, 0.9492],[0.836, 1.0444],[0.756, 1.1314],[0.6962, 1.1578],[0.8683, 1.0422],[0.8715, 1.1205],[0.8092, 1.1767],[0.7699, 1.1929]
[0.5431, 1.2201],[0.4679, 1.1139],[0.4814, 0.9856],[0.5602, 0.9724],[0.617, 0.988],[0.6497, 0.7724],[0.8224, 0.6665],[0.9544, 0.6214],[1.0629, 0.5776],[0.7545, 0.8513],[0.7988, 0.9449],[0.7027, 1.057],[0.6229, 1.101],[0.8252, 0.947],[0.8395, 1.0478],[0.7575, 1.1348],[0.6971, 1.1568],[0.8661, 1.0381],[0.8714, 1.123],[0.809, 1.1806],[0.7692, 1.1957]
[0.5289, 1.2118],[0.4698, 1.105],[0.4894, 0.9879],[0.5632, 0.9775],[0.6073, 0.9931],[0.6533, 0.7747],[0.8214, 0.668],[0.9496, 0.6244],[1.0554, 0.5832],[0.7496, 0.857],[0.8201, 0.9272],[0.7334, 1.039],[0.6554, 1.0895],[0.8166, 0.9529],[0.8558, 1.0291],[0.7763, 1.117],[0.7131, 1.1476],[0.8557, 1.0448],[0.8848, 1.107],[0.8255, 1.162],[0.7858, 1.1797]
[0.5294, 1.2035],[0.4749, 1.0994],[0.4925, 0.9883],[0.565, 0.9767],[0.61, 0.9843],[0.6546, 0.7686],[0.8233, 0.6702],[0.9467, 0.6284],[1.0481, 0.5895],[0.7466, 0.8498],[0.8252, 0.922],[0.7492, 1.0289],[0.6777, 1.0762],[0.8112, 0.9434],[0.857, 1.0196],[0.7835, 1.1041],[0.7233, 1.1325],[0.8497, 1.0331],[0.8815, 1.0979],[0.8273, 1.1514],[0.7889, 1.167]
[0.5311, 1.1894],[0.4794, 1.0898],[0.4928, 0.9847],[0.5564, 0.9777],[0.5991, 0.9887],[0.6566, 0.7663],[0.8266, 0.6665],[0.9525, 0.6261],[1.0558, 0.5885],[0.7466, 0.8472],[0.8278, 0.9148],[0.7539, 1.0173],[0.6828, 1.0627],[0.8089, 0.9402],[0.8557, 1.0145],[0.7843, 1.0973],[0.7243, 1.1254],[0.8452, 1.0294],[0.8783, 1.0923],[0.826, 1.1453],[0.7885, 1.1607]
[0.5499, 1.1991],[0.4833, 1.0987],[0.4952, 0.9894],[0.5605, 0.9845],[0.6124, 0.9951],[0.6608, 0.7729],[0.8336, 0.6681],[0.9652, 0.6255],[1.0745, 0.5883],[0.7629, 0.8496],[0.8083, 0.9357],[0.7227, 1.0348],[0.6515, 1.0774],[0.828, 0.9446],[0.8423, 1.0368],[0.7688, 1.1145],[0.715, 1.1373],[0.8627, 1.0353],[0.8671, 1.112],[0.8123, 1.1627],[0.7795, 1.1771]
[0.5381, 1.1961],[0.4819, 1.1019],[0.4944, 0.9982],[0.5681, 0.9881],[0.6206, 0.9945],[0.6602, 0.7783],[0.8344, 0.6699],[0.9646, 0.6315],[1.0723, 0.5963],[0.7456, 0.8568],[0.8303, 0.9285],[0.7502, 1.0306],[0.6723, 1.0751],[0.8045, 0.9471],[0.856, 1.0209],[0.7819, 1.102],[0.7189, 1.1274],[0.838, 1.0349],[0.8762, 1.0918],[0.8234, 1.1442],[0.7827, 1.1602]
[0.5332, 1.2018],[0.4794, 1.1025],[0.4953, 0.9938],[0.5752, 0.9828],[0.6297, 0.9888],[0.6614, 0.7784],[0.834, 0.6722],[0.9653, 0.6345],[1.0734, 0.5999],[0.7494, 0.8605],[0.8245, 0.9294],[0.7427, 1.0325],[0.6657, 1.0787],[0.8094, 0.9545],[0.8548, 1.0248],[0.7801, 1.1048],[0.718, 1.1313],[0.8433, 1.0449],[0.8783, 1.1014],[0.8243, 1.1518],[0.7845, 1.1676]
[0.5389, 1.2023],[0.4815, 1.1047],[0.494, 0.996],[0.5638, 0.9869],[0.6115, 0.9955],[0.6584, 0.7753],[0.837, 0.6731],[0.9689, 0.6337],[1.0776, 0.5962],[0.75, 0.8541],[0.8136, 0.9358],[0.7325, 1.0404],[0.6616, 1.0824],[0.8121, 0.9465],[0.8473, 1.0286],[0.7757, 1.1099],[0.72, 1.1321],[0.8481, 1.035],[0.8727, 1.1023],[0.8198, 1.155],[0.7843, 1.1683]
[0.5394, 1.2062],[0.4779, 1.1052],[0.4899, 0.9936],[0.5622, 0.9851],[0.6236, 0.9966],[0.6609, 0.78],[0.8325, 0.676],[0.9622, 0.636],[1.0691, 0.5993],[0.7553, 0.8579],[0.8137, 0.9385],[0.732, 1.0444],[0.6597, 1.0919],[0.8185, 0.9525],[0.8472, 1.0364],[0.7751, 1.1195],[0.7195, 1.1456],[0.8546, 1.0427],[0.876, 1.1097],[0.8222, 1.1626],[0.7868, 1.1783]
[0.5517, 1.2167],[0.4817, 1.1182],[0.4907, 1.0046],[0.5647, 0.9909],[0.6312, 0.9917],[0.659, 0.7816],[0.8329, 0.6807],[0.9648, 0.6385],[1.0743, 0.5987],[0.7625, 0.8557],[0.7996, 0.952],[0.7084, 1.0622],[0.6349, 1.108],[0.8302, 0.9512],[0.8388, 1.0496],[0.7635, 1.1328],[0.7097, 1.1551],[0.8689, 1.0437],[0.8712, 1.1237],[0.8129, 1.178],[0.7782, 1.1916]
[0.5524, 1.2211],[0.4806, 1.1188],[0.49, 0.9975],[0.5685, 0.9815],[0.6365, 0.9829],[0.6586, 0.7837],[0.8283, 0.684],[0.9594, 0.6435],[1.0699, 0.6048],[0.7642, 0.859],[0.8011, 0.9561],[0.706, 1.0692],[0.6317, 1.1152],[0.8344, 0.9556],[0.8414, 1.0563],[0.7623, 1.1397],[0.7083, 1.1595],[0.8761, 1.0495],[0.8777, 1.1323],[0.8152, 1.1863],[0.7796, 1.1971]
