[0.5928, 0.9354],[0.4358, 0.9243],[0.3301, 0.7727],[0.3812, 0.6029],[0.5112, 0.5383],[0.3651, 0.563],[0.3403, 0.3455],[0.3401, 0.208],[0.3467, 0.0911],[0.4823, 0.5333],[0.4426, 0.2941],[0.4286, 0.1369],[0.4229, -0.0079],[0.5959, 0.5497],[0.6045, 0.3812],[0.5935, 0.4985],[0.5825, 0.5999],[0.7098, 0.5983],[0.6991, 0.4924],[0.6785, 0.58],[0.6604, 0.6681]
[0.563, 1.0147],[0.379, 0.9431],[0.2752, 0.7796],[0.3376, 0.6237],[0.4425, 0.5587],[0.3239, 0.5743],[0.2932, 0.3604],[0.2891, 0.2281],[0.2918, 0.1072],[0.4371, 0.5452],[0.3952, 0.2884],[0.3768, 0.1155],[0.3685, -0.0421],[0.5477, 0.5676],[0.5547, 0.3862],[0.5467, 0.5108],[0.539, 0.6345],[0.6613, 0.6267],[0.6543, 0.5076],[0.6376, 0.5905],[0.6256, 0.6886]
[0.5666, 1.02],[0.3813, 0.9446],[0.2783, 0.785],[0.3394, 0.6293],[0.4414, 0.5631],[0.3236, 0.5726],[0.293, 0.3604],[0.2877, 0.2303],[0.2897, 0.1107],[0.4363, 0.5442],[0.3926, 0.3022],[0.3723, 0.1445],[0.3622, 0.0014],[0.5474, 0.5656],[0.5546, 0.3919],[0.5471, 0.52],[0.5392, 0.6442],[0.6616, 0.6235],[0.6553, 0.5064],[0.6369, 0.5896],[0.6239, 0.6865]
[0.5627, 1.0176],[0.3773, 0.9432],[0.2741, 0.7801],[0.3379, 0.628],[0.4398, 0.564],[0.3224, 0.5729],[0.2906, 0.3604],[0.2862, 0.2293],[0.2896, 0.1095],[0.4359, 0.5443],[0.3919, 0.2979],[0.3704, 0.134],[0.3596, -0.0154],[0.5476, 0.5664],[0.5541, 0.3896],[0.547, 0.5204],[0.5405, 0.6456],[0.6618, 0.626],[0.6537, 0.5086],[0.6368, 0.592],[0.6259, 0.6878]
[0.5662, 1.014],[0.3787, 0.941],[0.2735, 0.7788],[0.3407, 0.6251],[0.4483, 0.5666],[0.3223, 0.5703],[0.2911, 0.3575],[0.2871, 0.2257],[0.2903, 0.1054],[0.4367, 0.5422],[0.392, 0.2931],[0.3726, 0.1269],[0.3637, -0.0246],[0.5483, 0.5645],[0.5533, 0.3916],[0.5451, 0.5213],[0.5378, 0.646],[0.6624, 0.6227],[0.6539, 0.5083],[0.6342, 0.5924],[0.6209, 0.6886]
[0.5664, 1.0155],[0.3802, 0.941],[0.2754, 0.7812],[0.3412, 0.6252],[0.449, 0.5673],[0.3228, 0.5703],[0.2916, 0.3576],[0.2875, 0.2259],[0.291, 0.1058],[0.4367, 0.5429],[0.3901, 0.296],[0.3686, 0.1293],[0.358, -0.0223],[0.5485, 0.5648],[0.5532, 0.3946],[0.5449, 0.5208],[0.5385, 0.6444],[0.6626, 0.6219],[0.6537, 0.5054],[0.6341, 0.5879],[0.6218, 0.6847]
[0.5637, 1.0074],[0.3788, 0.937],[0.2757, 0.7806],[0.3407, 0.6248],[0.4451, 0.5628],[0.3231, 0.5664],[0.2912, 0.3539],[0.2878, 0.2212],[0.2918, 0.1004],[0.437, 0.5384],[0.3895, 0.282],[0.3695, 0.106],[0.3609, -0.0541],[0.5485, 0.5612],[0.551, 0.3911],[0.544, 0.5221],[0.5398, 0.6481],[0.662, 0.6191],[0.6513, 0.5039],[0.6318, 0.5874],[0.6196, 0.6837]
[0.5708, 1.0103],[0.3842, 0.9435],[0.2785, 0.7863],[0.3403, 0.6215],[0.4451, 0.5592],[0.3263, 0.5666],[0.2951, 0.3567],[0.2894, 0.2275],[0.2894, 0.1088],[0.4389, 0.538],[0.3909, 0.2923],[0.3712, 0.1288],[0.3617, -0.0177],[0.549, 0.5602],[0.551, 0.3966],[0.5445, 0.5253],[0.5393, 0.6492],[0.6621, 0.6162],[0.6548, 0.5021],[0.6336, 0.5862],[0.6197, 0.6827]
[0.5661, 1.0082],[0.3791, 0.9403],[0.2758, 0.7785],[0.345, 0.6218],[0.453, 0.5638],[0.3245, 0.5691],[0.2934, 0.3558],[0.2903, 0.224],[0.2933, 0.1044],[0.4385, 0.5407],[0.3915, 0.286],[0.3723, 0.1151],[0.3639, -0.039],[0.55, 0.5635],[0.5517, 0.3912],[0.5442, 0.5214],[0.539, 0.6464],[0.6636, 0.6216],[0.6533, 0.5045],[0.6334, 0.589],[0.6208, 0.6863]
[0.5633, 1.0075],[0.3795, 0.9364],[0.2763, 0.7794],[0.3487, 0.6214],[0.4615, 0.5625],[0.3233, 0.5673],[0.2927, 0.356],[0.288, 0.2244],[0.2886, 0.1047],[0.4374, 0.5397],[0.3898, 0.2881],[0.3706, 0.1206],[0.3615, -0.0305],[0.5493, 0.5627],[0.5517, 0.3957],[0.544, 0.5256],[0.5378, 0.6496],[0.6626, 0.6202],[0.6531, 0.5024],[0.6326, 0.5871],[0.6192, 0.6844]
[0.5702, 1.0047],[0.3834, 0.9372],[0.278, 0.7811],[0.3464, 0.6229],[0.4592, 0.5665],[0.3235, 0.5668],[0.2912, 0.3569],[0.2858, 0.2268],[0.287, 0.1089],[0.4372, 0.539],[0.3876, 0.3011],[0.3665, 0.145],[0.3549, 0.0041],[0.5487, 0.5601],[0.5515, 0.3942],[0.5442, 0.5226],[0.5367, 0.6453],[0.6618, 0.6156],[0.6524, 0.5035],[0.6317, 0.5887],[0.6179, 0.6848]
[0.5558, 1.0022],[0.3721, 0.9309],[0.2706, 0.7733],[0.3438, 0.6195],[0.4583, 0.5655],[0.3227, 0.5645],[0.2916, 0.354],[0.2867, 0.2211],[0.2883, 0.1018],[0.4363, 0.5366],[0.3891, 0.2809],[0.3708, 0.1079],[0.3634, -0.0491],[0.548, 0.5598],[0.5477, 0.3861],[0.5414, 0.5143],[0.5381, 0.6384],[0.6618, 0.6183],[0.6483, 0.5024],[0.6317, 0.5858],[0.6236, 0.6811]
[0.5636, 1.0099],[0.378, 0.9406],[0.2744, 0.7877],[0.3411, 0.6232],[0.4542, 0.5608],[0.322, 0.5704],[0.2898, 0.3604],[0.2832, 0.2306],[0.2834, 0.1121],[0.4347, 0.5404],[0.3863, 0.3034],[0.3663, 0.1497],[0.3574, 0.0115],[0.546, 0.5607],[0.5468, 0.3946],[0.5418, 0.5202],[0.5385, 0.6428],[0.6595, 0.6159],[0.6488, 0.4988],[0.6297, 0.5804],[0.6188, 0.6777]
[0.5546, 1.0009],[0.3718, 0.9364],[0.2699, 0.7755],[0.3445, 0.6193],[0.4618, 0.5648],[0.3222, 0.5645],[0.2926, 0.3534],[0.2886, 0.2199],[0.2902, 0.1005],[0.4362, 0.5342],[0.3886, 0.2763],[0.3686, 0.0993],[0.3598, -0.0623],[0.5474, 0.5579],[0.5455, 0.3855],[0.5389, 0.5143],[0.5358, 0.6376],[0.6607, 0.6177],[0.6449, 0.505],[0.6269, 0.5895],[0.6178, 0.6853]
[0.5653, 1.0124],[0.3788, 0.9385],[0.2779, 0.783],[0.3476, 0.6212],[0.4627, 0.5615],[0.3234, 0.5708],[0.2916, 0.3632],[0.2838, 0.2338],[0.2818, 0.1159],[0.4347, 0.5393],[0.3881, 0.3018],[0.3657, 0.1483],[0.354, 0.0109],[0.5455, 0.5585],[0.5464, 0.3932],[0.5406, 0.5166],[0.5379, 0.6379],[0.6595, 0.6133],[0.648, 0.4976],[0.6271, 0.578],[0.6158, 0.6741]
[0.5599, 1.0022],[0.3769, 0.937],[0.2715, 0.7789],[0.3425, 0.6211],[0.4606, 0.5568],[0.3229, 0.5688],[0.2922, 0.3571],[0.2875, 0.2238],[0.2896, 0.1038],[0.4369, 0.5378],[0.3893, 0.2832],[0.3696, 0.11],[0.3605, -0.0476],[0.5484, 0.5594],[0.5487, 0.3856],[0.5426, 0.5137],[0.5385, 0.6393],[0.6623, 0.6169],[0.6481, 0.5058],[0.6297, 0.589],[0.6183, 0.6862]
[0.5609, 1.0061],[0.3788, 0.9326],[0.2774, 0.7777],[0.3459, 0.6198],[0.4627, 0.5604],[0.3225, 0.5678],[0.2942, 0.3578],[0.2884, 0.2269],[0.288, 0.108],[0.4341, 0.5367],[0.387, 0.2888],[0.3674, 0.1241],[0.3584, -0.0245],[0.5457, 0.5573],[0.5477, 0.3949],[0.5415, 0.5232],[0.5375, 0.6467],[0.6593, 0.6132],[0.647, 0.5008],[0.6269, 0.5829],[0.6149, 0.679]
[0.5629, 1.0037],[0.379, 0.934],[0.2755, 0.7784],[0.3426, 0.6187],[0.4543, 0.5554],[0.3218, 0.5664],[0.292, 0.3557],[0.2875, 0.2236],[0.2894, 0.1041],[0.4355, 0.5374],[0.388, 0.2877],[0.369, 0.1222],[0.3602, -0.0276],[0.5482, 0.5588],[0.5506, 0.3939],[0.5415, 0.5229],[0.5341, 0.6465],[0.6627, 0.6155],[0.6513, 0.5028],[0.6303, 0.5881],[0.6162, 0.6852]
[0.5638, 1.0018],[0.3793, 0.9328],[0.2753, 0.781],[0.3394, 0.6231],[0.4433, 0.5565],[0.3216, 0.5654],[0.2921, 0.3555],[0.2875, 0.2237],[0.2894, 0.1039],[0.4347, 0.5368],[0.3881, 0.2887],[0.3686, 0.1236],[0.3595, -0.026],[0.5469, 0.559],[0.5513, 0.3973],[0.5423, 0.5244],[0.5349, 0.6461],[0.6608, 0.616],[0.6523, 0.5021],[0.6314, 0.5871],[0.6169, 0.6839]
[0.5669, 1.0028],[0.3832, 0.9376],[0.2762, 0.7837],[0.342, 0.6247],[0.452, 0.558],[0.3224, 0.5673],[0.2917, 0.3553],[0.2879, 0.2227],[0.2909, 0.1026],[0.4356, 0.536],[0.3892, 0.2824],[0.3702, 0.1115],[0.3622, -0.0433],[0.547, 0.5572],[0.5513, 0.3942],[0.545, 0.5248],[0.5411, 0.6492],[0.6603, 0.6143],[0.6516, 0.5021],[0.6328, 0.5878],[0.6206, 0.6854]
[0.5681, 1.0051],[0.3844, 0.939],[0.2797, 0.7871],[0.3427, 0.6258],[0.4495, 0.5565],[0.3288, 0.5681],[0.2982, 0.3589],[0.292, 0.2288],[0.292, 0.1099],[0.4393, 0.5373],[0.3927, 0.2887],[0.3736, 0.1234],[0.3659, -0.0251],[0.548, 0.558],[0.5522, 0.3965],[0.5436, 0.5241],[0.5381, 0.6467],[0.6607, 0.613],[0.6518, 0.5],[0.6314, 0.5847],[0.6189, 0.6816]
[0.5664, 1.0017],[0.3826, 0.9338],[0.2788, 0.7816],[0.3479, 0.6245],[0.4592, 0.5597],[0.3272, 0.5668],[0.2977, 0.3596],[0.2935, 0.2299],[0.296, 0.1112],[0.4385, 0.5368],[0.3917, 0.292],[0.3732, 0.1312],[0.3654, -0.0147],[0.5483, 0.5576],[0.5566, 0.3953],[0.5479, 0.5242],[0.5402, 0.647],[0.6614, 0.6131],[0.6544, 0.5045],[0.6353, 0.5903],[0.6228, 0.686]
[0.5674, 0.9988],[0.3835, 0.9301],[0.2809, 0.7766],[0.3513, 0.6209],[0.4612, 0.5585],[0.3262, 0.5646],[0.2958, 0.3564],[0.2919, 0.2246],[0.2946, 0.1045],[0.438, 0.5348],[0.3904, 0.2831],[0.3714, 0.1123],[0.3636, -0.044],[0.5485, 0.5562],[0.5542, 0.3921],[0.5463, 0.5225],[0.54, 0.6463],[0.6618, 0.6117],[0.6535, 0.5024],[0.6343, 0.5899],[0.6213, 0.6866]
[0.567, 0.996],[0.383, 0.9275],[0.2852, 0.7764],[0.3495, 0.6236],[0.4454, 0.5618],[0.3239, 0.561],[0.2953, 0.3561],[0.2896, 0.2277],[0.2898, 0.1107],[0.4362, 0.5338],[0.3908, 0.2969],[0.3702, 0.1405],[0.3589, 0.0],[0.5475, 0.5555],[0.5533, 0.3938],[0.5479, 0.5247],[0.5415, 0.6455],[0.661, 0.6111],[0.655, 0.5008],[0.6356, 0.5882],[0.6219, 0.682]
[0.5679, 0.9887],[0.3832, 0.921],[0.2865, 0.7727],[0.3491, 0.6249],[0.4376, 0.561],[0.3252, 0.56],[0.2949, 0.3529],[0.2893, 0.2208],[0.2908, 0.1018],[0.4374, 0.5344],[0.3927, 0.2876],[0.3731, 0.1201],[0.3644, -0.0315],[0.5493, 0.5568],[0.5567, 0.3915],[0.5477, 0.5183],[0.5399, 0.6371],[0.6624, 0.6119],[0.6567, 0.5025],[0.6351, 0.5883],[0.6192, 0.68]
[0.5642, 0.992],[0.3834, 0.9252],[0.2812, 0.7709],[0.349, 0.6169],[0.4549, 0.554],[0.3229, 0.5605],[0.2929, 0.3491],[0.2883, 0.2174],[0.2902, 0.0988],[0.4367, 0.5338],[0.3932, 0.2829],[0.3738, 0.1136],[0.3649, -0.0397],[0.5483, 0.5571],[0.5551, 0.3907],[0.5475, 0.5206],[0.5404, 0.6417],[0.6616, 0.6144],[0.6549, 0.5005],[0.6367, 0.5864],[0.6232, 0.6809]
[0.5653, 0.9954],[0.3811, 0.9236],[0.2815, 0.7698],[0.3522, 0.6159],[0.4593, 0.5593],[0.3216, 0.5594],[0.293, 0.3508],[0.2889, 0.2196],[0.2911, 0.1009],[0.436, 0.5339],[0.3912, 0.2908],[0.3717, 0.1273],[0.3619, -0.0188],[0.5484, 0.5573],[0.5546, 0.3954],[0.546, 0.5237],[0.5374, 0.6455],[0.6614, 0.6138],[0.6558, 0.5017],[0.6342, 0.5873],[0.6179, 0.6827]
[0.5666, 0.994],[0.384, 0.9257],[0.2824, 0.7752],[0.3478, 0.628],[0.4536, 0.5696],[0.3234, 0.5603],[0.2958, 0.3506],[0.2923, 0.2181],[0.2934, 0.0998],[0.4366, 0.533],[0.3955, 0.2796],[0.3767, 0.1083],[0.3673, -0.0435],[0.5491, 0.5568],[0.5539, 0.3944],[0.5445, 0.5231],[0.536, 0.6442],[0.6628, 0.6159],[0.6548, 0.5042],[0.6336, 0.5883],[0.6175, 0.6817]
[0.5662, 1.0057],[0.3812, 0.9276],[0.2812, 0.7761],[0.3527, 0.6214],[0.4682, 0.5684],[0.324, 0.5649],[0.2961, 0.3573],[0.2912, 0.2268],[0.292, 0.1083],[0.4371, 0.5386],[0.3938, 0.2978],[0.3745, 0.1361],[0.3653, -0.0085],[0.5484, 0.5613],[0.5556, 0.3972],[0.5482, 0.5224],[0.5419, 0.6431],[0.6624, 0.6171],[0.6577, 0.5026],[0.6376, 0.5856],[0.6245, 0.6797]
[0.5618, 1.0042],[0.3804, 0.9332],[0.2801, 0.783],[0.3436, 0.6285],[0.4489, 0.5635],[0.3225, 0.5665],[0.2924, 0.3557],[0.2876, 0.2246],[0.2895, 0.1073],[0.4344, 0.5398],[0.3893, 0.2963],[0.3693, 0.1374],[0.359, -0.0035],[0.546, 0.5626],[0.5534, 0.3936],[0.5468, 0.5189],[0.54, 0.6413],[0.6598, 0.6211],[0.6556, 0.5067],[0.6328, 0.5883],[0.6143, 0.6835]
[0.5636, 0.9974],[0.3815, 0.9322],[0.2786, 0.7859],[0.337, 0.6294],[0.44, 0.5614],[0.3209, 0.5657],[0.2919, 0.3548],[0.288, 0.2236],[0.2905, 0.1061],[0.4334, 0.5384],[0.3898, 0.2933],[0.3708, 0.1326],[0.3617, -0.0094],[0.5452, 0.561],[0.551, 0.3936],[0.5438, 0.5168],[0.5371, 0.6375],[0.6595, 0.619],[0.653, 0.5071],[0.6311, 0.5892],[0.6145, 0.6843]
[0.5649, 0.9986],[0.382, 0.9348],[0.2766, 0.7834],[0.3388, 0.6276],[0.4514, 0.5682],[0.3194, 0.5694],[0.2901, 0.3562],[0.2867, 0.2237],[0.2897, 0.1055],[0.4326, 0.5391],[0.3911, 0.2927],[0.3733, 0.1285],[0.3651, -0.0169],[0.5444, 0.5601],[0.5493, 0.3937],[0.5425, 0.5206],[0.537, 0.6428],[0.658, 0.6168],[0.6505, 0.5049],[0.6305, 0.5862],[0.6163, 0.6812]
[0.5643, 1.0],[0.3792, 0.9339],[0.2753, 0.7834],[0.3401, 0.6288],[0.4527, 0.57],[0.3179, 0.5702],[0.2894, 0.358],[0.2863, 0.2257],[0.2901, 0.1069],[0.4309, 0.5402],[0.3892, 0.2935],[0.3716, 0.1295],[0.3638, -0.0179],[0.5424, 0.5609],[0.5502, 0.3922],[0.5433, 0.5204],[0.5378, 0.6432],[0.6562, 0.6176],[0.6507, 0.5049],[0.631, 0.5873],[0.617, 0.6823]
[0.5674, 1.0096],[0.3814, 0.9427],[0.2762, 0.7853],[0.3375, 0.6232],[0.4496, 0.5684],[0.3206, 0.5731],[0.2913, 0.3621],[0.288, 0.2314],[0.2912, 0.1135],[0.434, 0.5422],[0.3906, 0.3018],[0.3716, 0.1434],[0.3622, 0.0018],[0.5452, 0.563],[0.5498, 0.393],[0.5433, 0.5215],[0.5385, 0.645],[0.6589, 0.6197],[0.6516, 0.5061],[0.6313, 0.5878],[0.6183, 0.6827]
[0.563, 1.0033],[0.3769, 0.9359],[0.2715, 0.7821],[0.3397, 0.6255],[0.4541, 0.5729],[0.3204, 0.5683],[0.2916, 0.3576],[0.2889, 0.2254],[0.2939, 0.1062],[0.4349, 0.5378],[0.3908, 0.2894],[0.373, 0.1206],[0.3656, -0.0318],[0.5463, 0.5605],[0.5512, 0.389],[0.5464, 0.5194],[0.5435, 0.6448],[0.6597, 0.6191],[0.6508, 0.5083],[0.631, 0.5918],[0.6187, 0.6872]
[0.5573, 1.001],[0.3697, 0.9217],[0.2702, 0.7724],[0.3414, 0.619],[0.4531, 0.5719],[0.3197, 0.5664],[0.2949, 0.3568],[0.2931, 0.2258],[0.2974, 0.1072],[0.4334, 0.5388],[0.3901, 0.2817],[0.3703, 0.1054],[0.363, -0.0518],[0.545, 0.5617],[0.544, 0.3899],[0.5382, 0.5137],[0.5391, 0.6367],[0.6594, 0.6194],[0.6451, 0.5071],[0.6294, 0.5908],[0.6262, 0.686]
[0.5581, 1.0032],[0.3718, 0.9281],[0.2706, 0.7778],[0.3432, 0.6209],[0.4565, 0.5741],[0.3199, 0.5652],[0.2941, 0.3569],[0.291, 0.2265],[0.2935, 0.108],[0.4332, 0.5362],[0.3882, 0.2845],[0.368, 0.1136],[0.3595, -0.0397],[0.5441, 0.558],[0.544, 0.3938],[0.5392, 0.5177],[0.5409, 0.6394],[0.6579, 0.6147],[0.6457, 0.5041],[0.628, 0.5873],[0.6229, 0.6822]
[0.5535, 1.0021],[0.368, 0.9241],[0.2651, 0.7723],[0.3357, 0.6149],[0.4543, 0.5719],[0.3182, 0.5638],[0.2934, 0.3538],[0.2916, 0.2221],[0.295, 0.1035],[0.4321, 0.536],[0.3888, 0.2806],[0.3697, 0.1093],[0.3612, -0.043],[0.5437, 0.5588],[0.5444, 0.3927],[0.5377, 0.5215],[0.5358, 0.6457],[0.6576, 0.6173],[0.6461, 0.5046],[0.6272, 0.5902],[0.6189, 0.6862]
[0.5584, 1.0051],[0.3698, 0.926],[0.2689, 0.7742],[0.3397, 0.6123],[0.4586, 0.5719],[0.3198, 0.564],[0.2916, 0.3556],[0.2865, 0.2256],[0.2872, 0.1083],[0.4332, 0.5372],[0.3878, 0.2977],[0.3671, 0.1412],[0.3573, 0.0031],[0.5437, 0.5585],[0.545, 0.3976],[0.5378, 0.5253],[0.5349, 0.6487],[0.6562, 0.6141],[0.646, 0.5011],[0.6258, 0.5857],[0.6165, 0.6822]
[0.5495, 0.9979],[0.3635, 0.9194],[0.2641, 0.7699],[0.332, 0.6139],[0.4447, 0.567],[0.319, 0.5642],[0.2902, 0.3537],[0.2866, 0.2201],[0.2904, 0.0994],[0.4333, 0.5385],[0.3883, 0.2835],[0.3672, 0.1111],[0.3595, -0.0439],[0.5456, 0.5618],[0.5452, 0.3898],[0.5363, 0.5203],[0.5343, 0.645],[0.6596, 0.62],[0.6441, 0.5039],[0.6236, 0.5915],[0.6155, 0.6885]
[0.5499, 1.002],[0.3646, 0.9184],[0.267, 0.7696],[0.3428, 0.6112],[0.4658, 0.572],[0.3183, 0.5641],[0.289, 0.3534],[0.2837, 0.222],[0.2856, 0.1033],[0.4321, 0.5381],[0.3874, 0.2978],[0.3672, 0.1404],[0.3597, 0.0017],[0.5436, 0.56],[0.5446, 0.3966],[0.5352, 0.5237],[0.5314, 0.6463],[0.6558, 0.6166],[0.6428, 0.5019],[0.6217, 0.5867],[0.6123, 0.6833]
