[0.4243, 0.893],[0.5837, 0.8992],[0.6927, 0.7592],[0.6589, 0.609],[0.5451, 0.5238],[0.6306, 0.5422],[0.6416, 0.3209],[0.6318, 0.1793],[0.6285, 0.0603],[0.5145, 0.5228],[0.5286, 0.2806],[0.5313, 0.1243],[0.5447, -0.0027],[0.4024, 0.5494],[0.4053, 0.4041],[0.4296, 0.539],[0.4516, 0.6529],[0.293, 0.6111],[0.3123, 0.5076],[0.3546, 0.6087],[0.3777, 0.7056]
[0.3979, 1.0374],[0.5794, 0.9316],[0.6852, 0.7443],[0.6156, 0.5842],[0.4834, 0.5208],[0.6097, 0.5286],[0.6232, 0.312],[0.6099, 0.1764],[0.5989, 0.0592],[0.4901, 0.5199],[0.5038, 0.2775],[0.5164, 0.1136],[0.5274, -0.016],[0.375, 0.559],[0.371, 0.4056],[0.4019, 0.5443],[0.4169, 0.667],[0.2632, 0.6288],[0.2758, 0.5177],[0.3176, 0.6074],[0.3367, 0.6995]
[0.4006, 1.0322],[0.5845, 0.926],[0.6856, 0.7415],[0.6149, 0.5839],[0.4846, 0.522],[0.6111, 0.5283],[0.6254, 0.3118],[0.6134, 0.1762],[0.6026, 0.0593],[0.4915, 0.519],[0.5044, 0.2706],[0.5163, 0.1049],[0.5263, -0.0253],[0.3758, 0.5586],[0.3694, 0.4016],[0.4017, 0.5397],[0.4177, 0.6632],[0.2622, 0.6301],[0.2744, 0.5166],[0.3176, 0.6051],[0.3371, 0.6968]
[0.4054, 1.0331],[0.5892, 0.9229],[0.6878, 0.7387],[0.6189, 0.5821],[0.4897, 0.5208],[0.612, 0.5278],[0.6253, 0.3111],[0.6121, 0.1758],[0.601, 0.0592],[0.4931, 0.5194],[0.5051, 0.2723],[0.5164, 0.1039],[0.5267, -0.0285],[0.3777, 0.5592],[0.3717, 0.4039],[0.4029, 0.5432],[0.4187, 0.6669],[0.2645, 0.6302],[0.2779, 0.5168],[0.3199, 0.6072],[0.3383, 0.6994]
[0.4067, 1.0348],[0.5902, 0.9225],[0.6877, 0.7391],[0.6213, 0.5814],[0.4917, 0.5178],[0.6145, 0.5295],[0.6274, 0.3123],[0.6138, 0.1767],[0.6025, 0.0589],[0.4964, 0.5202],[0.5078, 0.2806],[0.5192, 0.1156],[0.5301, -0.0152],[0.3808, 0.5587],[0.3746, 0.4037],[0.4049, 0.5417],[0.4205, 0.6659],[0.2672, 0.6277],[0.279, 0.5175],[0.321, 0.6061],[0.3414, 0.6983]
[0.4039, 1.0339],[0.5902, 0.9265],[0.6885, 0.7405],[0.6234, 0.5834],[0.49, 0.5256],[0.6134, 0.5293],[0.6273, 0.3125],[0.6153, 0.1763],[0.6043, 0.0586],[0.4959, 0.5208],[0.5066, 0.2788],[0.5188, 0.1131],[0.5292, -0.0171],[0.3806, 0.5606],[0.3732, 0.4039],[0.4049, 0.5421],[0.4206, 0.6656],[0.2665, 0.631],[0.2779, 0.5183],[0.3214, 0.6061],[0.3409, 0.697]
[0.4038, 1.0337],[0.5883, 0.9302],[0.6866, 0.7429],[0.6224, 0.584],[0.492, 0.5235],[0.6123, 0.5266],[0.6257, 0.3115],[0.614, 0.1754],[0.6033, 0.0573],[0.4944, 0.5168],[0.5054, 0.2693],[0.5179, 0.1007],[0.529, -0.0326],[0.3791, 0.5571],[0.372, 0.3979],[0.4035, 0.5389],[0.4191, 0.6646],[0.2658, 0.6297],[0.277, 0.5164],[0.3206, 0.6065],[0.3402, 0.6987]
[0.4094, 1.0368],[0.5942, 0.9247],[0.6896, 0.7427],[0.6257, 0.585],[0.4977, 0.5187],[0.6142, 0.53],[0.6274, 0.3109],[0.6145, 0.1755],[0.6037, 0.0575],[0.4962, 0.5217],[0.5071, 0.2752],[0.5185, 0.107],[0.5291, -0.026],[0.3804, 0.5621],[0.3742, 0.4003],[0.406, 0.5395],[0.4222, 0.6647],[0.2664, 0.634],[0.279, 0.5189],[0.3224, 0.6083],[0.342, 0.7014]
[0.409, 1.0384],[0.5925, 0.9296],[0.6887, 0.7413],[0.6243, 0.5807],[0.4929, 0.5174],[0.6131, 0.5291],[0.6266, 0.3093],[0.6144, 0.1733],[0.6039, 0.0548],[0.4952, 0.52],[0.5061, 0.272],[0.5191, 0.1036],[0.5299, -0.0293],[0.3789, 0.5601],[0.3725, 0.3954],[0.4053, 0.537],[0.4207, 0.6645],[0.2654, 0.6316],[0.2782, 0.5162],[0.3223, 0.6068],[0.3411, 0.7008]
[0.409, 1.0392],[0.5878, 0.9299],[0.6856, 0.7434],[0.622, 0.5829],[0.493, 0.5145],[0.6124, 0.5307],[0.6267, 0.3099],[0.6147, 0.1746],[0.6036, 0.0566],[0.4944, 0.5225],[0.5082, 0.2778],[0.5206, 0.1123],[0.5301, -0.0192],[0.3787, 0.5617],[0.3731, 0.399],[0.4059, 0.5401],[0.4215, 0.6656],[0.2661, 0.6313],[0.2807, 0.5178],[0.3248, 0.6081],[0.3442, 0.701]
[0.4084, 1.0373],[0.5888, 0.9284],[0.686, 0.7409],[0.6227, 0.5801],[0.4917, 0.5148],[0.6117, 0.5288],[0.6257, 0.3091],[0.6142, 0.1727],[0.6038, 0.0543],[0.4938, 0.5214],[0.5062, 0.2768],[0.518, 0.1112],[0.5273, -0.0188],[0.3775, 0.5612],[0.3725, 0.3983],[0.4045, 0.5387],[0.4199, 0.6651],[0.2643, 0.6303],[0.279, 0.5164],[0.3234, 0.6064],[0.3434, 0.6998]
[0.4039, 1.0336],[0.5861, 0.9279],[0.6839, 0.7414],[0.6191, 0.5772],[0.4856, 0.5102],[0.6108, 0.5313],[0.6258, 0.3109],[0.6144, 0.1722],[0.6036, 0.0512],[0.4928, 0.5212],[0.5079, 0.2691],[0.5218, 0.0947],[0.5323, -0.0425],[0.376, 0.5605],[0.3697, 0.3971],[0.4016, 0.5345],[0.4166, 0.6586],[0.261, 0.6292],[0.2778, 0.5126],[0.3218, 0.6007],[0.3402, 0.6922]
[0.4009, 1.0261],[0.5767, 0.9241],[0.683, 0.743],[0.619, 0.5854],[0.4888, 0.5158],[0.6078, 0.5259],[0.6228, 0.3082],[0.6093, 0.1722],[0.5971, 0.0535],[0.4888, 0.5154],[0.5058, 0.2657],[0.5162, 0.0956],[0.5254, -0.0402],[0.3746, 0.5543],[0.3669, 0.3969],[0.3967, 0.5356],[0.4143, 0.6577],[0.2637, 0.6261],[0.2748, 0.5171],[0.3178, 0.6047],[0.3394, 0.6937]
[0.3991, 1.0325],[0.5732, 0.9278],[0.6783, 0.7413],[0.6116, 0.5805],[0.4798, 0.5096],[0.6058, 0.5284],[0.6213, 0.3086],[0.6066, 0.1724],[0.5937, 0.0536],[0.4856, 0.5181],[0.5029, 0.2668],[0.5125, 0.0974],[0.5213, -0.0378],[0.3702, 0.557],[0.364, 0.4005],[0.3941, 0.542],[0.4114, 0.6659],[0.2587, 0.6284],[0.272, 0.5184],[0.3143, 0.6063],[0.3359, 0.6952]
[0.4009, 1.0345],[0.5781, 0.9293],[0.6817, 0.7429],[0.6129, 0.5831],[0.4817, 0.5124],[0.6084, 0.5266],[0.622, 0.3096],[0.6076, 0.1737],[0.5942, 0.0552],[0.4894, 0.5173],[0.5064, 0.2719],[0.518, 0.1046],[0.5277, -0.0284],[0.3743, 0.5565],[0.3661, 0.4018],[0.395, 0.5424],[0.4112, 0.666],[0.263, 0.6266],[0.2746, 0.5174],[0.3166, 0.6079],[0.3376, 0.6996]
[0.4047, 1.0281],[0.5899, 0.916],[0.6827, 0.7356],[0.6142, 0.5785],[0.4846, 0.5129],[0.6098, 0.528],[0.6227, 0.31],[0.6096, 0.1749],[0.5977, 0.0568],[0.492, 0.5189],[0.5063, 0.2723],[0.5179, 0.1043],[0.527, -0.0277],[0.3769, 0.5576],[0.3662, 0.4005],[0.3979, 0.5382],[0.4153, 0.6627],[0.2636, 0.6262],[0.274, 0.5165],[0.3161, 0.6042],[0.3373, 0.6956]
[0.4003, 1.0281],[0.5786, 0.9276],[0.6833, 0.7444],[0.6197, 0.5862],[0.4912, 0.5188],[0.6073, 0.5272],[0.621, 0.3094],[0.6067, 0.1744],[0.5947, 0.0567],[0.4893, 0.5169],[0.5055, 0.2697],[0.5172, 0.1001],[0.5281, -0.0347],[0.375, 0.5547],[0.3671, 0.3981],[0.3932, 0.5384],[0.4078, 0.6638],[0.2642, 0.6238],[0.2728, 0.5157],[0.3117, 0.6044],[0.3308, 0.6953]
[0.3959, 1.0327],[0.5785, 0.9325],[0.6847, 0.7475],[0.6193, 0.5848],[0.4874, 0.5157],[0.6099, 0.5296],[0.624, 0.3107],[0.6101, 0.1744],[0.5977, 0.0561],[0.4914, 0.5194],[0.5064, 0.2734],[0.517, 0.1058],[0.5256, -0.0269],[0.3768, 0.5581],[0.3692, 0.3987],[0.3977, 0.5368],[0.4122, 0.6599],[0.2647, 0.6271],[0.277, 0.5147],[0.3171, 0.6032],[0.3353, 0.6948]
[0.3992, 1.0248],[0.5873, 0.9216],[0.6844, 0.7419],[0.6197, 0.5823],[0.4917, 0.5104],[0.6123, 0.5276],[0.6257, 0.3126],[0.612, 0.1767],[0.6001, 0.0573],[0.4935, 0.5166],[0.5077, 0.2706],[0.5193, 0.1027],[0.529, -0.0305],[0.3769, 0.5542],[0.3684, 0.3977],[0.3996, 0.5413],[0.4164, 0.6658],[0.2623, 0.6216],[0.2759, 0.5113],[0.3166, 0.6034],[0.3361, 0.6946]
[0.3993, 1.026],[0.5829, 0.9228],[0.6835, 0.7438],[0.6184, 0.5833],[0.49, 0.5124],[0.6111, 0.5294],[0.6245, 0.3108],[0.6095, 0.1749],[0.5966, 0.0555],[0.4921, 0.5182],[0.5067, 0.2727],[0.5171, 0.1058],[0.5268, -0.0272],[0.376, 0.5552],[0.3683, 0.3953],[0.3955, 0.5388],[0.4108, 0.6642],[0.2629, 0.6233],[0.2745, 0.5116],[0.3126, 0.602],[0.331, 0.6938]
[0.3991, 1.028],[0.5813, 0.9242],[0.6837, 0.7443],[0.6186, 0.5849],[0.4904, 0.5166],[0.6108, 0.532],[0.6241, 0.3136],[0.6104, 0.1773],[0.5987, 0.058],[0.4924, 0.5211],[0.5086, 0.2799],[0.5195, 0.1165],[0.5299, -0.0137],[0.3771, 0.5577],[0.3678, 0.3981],[0.3929, 0.5386],[0.4081, 0.6646],[0.2646, 0.6249],[0.2739, 0.5154],[0.3118, 0.604],[0.3319, 0.6963]
[0.4015, 1.0304],[0.5868, 0.9268],[0.6844, 0.7431],[0.6192, 0.5808],[0.4893, 0.5137],[0.613, 0.5316],[0.6255, 0.3129],[0.6123, 0.1762],[0.6002, 0.0563],[0.4945, 0.5205],[0.5089, 0.2797],[0.521, 0.1151],[0.5304, -0.0166],[0.3777, 0.5576],[0.3678, 0.3963],[0.3955, 0.5385],[0.4101, 0.664],[0.2633, 0.6251],[0.2746, 0.515],[0.3147, 0.6049],[0.3343, 0.6963]
[0.4028, 1.0266],[0.5879, 0.921],[0.6844, 0.7414],[0.6195, 0.5812],[0.4895, 0.5142],[0.6123, 0.5301],[0.6247, 0.3129],[0.6108, 0.1765],[0.5987, 0.0569],[0.4938, 0.5201],[0.5084, 0.2802],[0.52, 0.1159],[0.5302, -0.0153],[0.3775, 0.5579],[0.3685, 0.3956],[0.3956, 0.5352],[0.4103, 0.6596],[0.2632, 0.6258],[0.2746, 0.5139],[0.3154, 0.6019],[0.3356, 0.6928]
[0.4086, 1.0272],[0.586, 0.9276],[0.6852, 0.7426],[0.6157, 0.5855],[0.4875, 0.516],[0.6117, 0.5271],[0.6255, 0.3102],[0.6131, 0.173],[0.602, 0.0553],[0.4922, 0.5187],[0.5066, 0.2736],[0.5193, 0.1089],[0.5302, -0.021],[0.3758, 0.5592],[0.3705, 0.4],[0.4028, 0.5405],[0.4198, 0.6655],[0.2629, 0.6322],[0.2763, 0.5211],[0.3212, 0.6089],[0.3418, 0.6991]
[0.4055, 1.0318],[0.5817, 0.9309],[0.6859, 0.7457],[0.6211, 0.5886],[0.4957, 0.5182],[0.6141, 0.5289],[0.6252, 0.3138],[0.6109, 0.1783],[0.5988, 0.061],[0.4943, 0.5193],[0.5115, 0.2806],[0.5255, 0.1217],[0.5381, -0.0043],[0.3783, 0.5594],[0.3753, 0.3993],[0.4038, 0.5382],[0.4193, 0.6639],[0.2662, 0.6326],[0.2775, 0.5237],[0.3211, 0.6093],[0.343, 0.699]
[0.4083, 1.0261],[0.5827, 0.9275],[0.6836, 0.7429],[0.62, 0.5854],[0.4923, 0.5167],[0.6103, 0.5281],[0.6253, 0.3112],[0.6136, 0.175],[0.6026, 0.0567],[0.491, 0.5184],[0.508, 0.2703],[0.5203, 0.1035],[0.5291, -0.0285],[0.3752, 0.5577],[0.3706, 0.401],[0.4011, 0.5428],[0.4162, 0.6684],[0.2634, 0.6299],[0.2764, 0.5217],[0.319, 0.6102],[0.3379, 0.7007]
[0.4066, 1.0359],[0.584, 0.9315],[0.6851, 0.7455],[0.6227, 0.586],[0.4926, 0.5218],[0.6102, 0.5338],[0.6237, 0.315],[0.6095, 0.1781],[0.597, 0.0585],[0.4923, 0.5229],[0.509, 0.2818],[0.5211, 0.1161],[0.5315, -0.0162],[0.377, 0.5608],[0.3736, 0.3996],[0.4018, 0.5397],[0.4162, 0.6661],[0.2656, 0.6304],[0.2777, 0.5203],[0.3202, 0.6074],[0.3408, 0.6991]
[0.4023, 1.0387],[0.582, 0.9386],[0.6852, 0.75],[0.6259, 0.5884],[0.4964, 0.5256],[0.6124, 0.5315],[0.626, 0.3138],[0.6149, 0.1764],[0.6042, 0.0576],[0.4947, 0.5219],[0.5093, 0.2823],[0.5231, 0.1198],[0.5338, -0.0079],[0.3798, 0.5606],[0.3749, 0.3989],[0.4041, 0.5377],[0.4183, 0.6643],[0.2667, 0.6304],[0.277, 0.518],[0.3209, 0.6045],[0.3423, 0.6968]
[0.4022, 1.0338],[0.583, 0.9346],[0.6853, 0.748],[0.6213, 0.5864],[0.4922, 0.5206],[0.6128, 0.5298],[0.6273, 0.3123],[0.616, 0.1746],[0.6053, 0.0559],[0.4937, 0.5203],[0.5066, 0.2712],[0.5183, 0.1035],[0.5275, -0.0286],[0.3782, 0.5603],[0.3723, 0.3974],[0.4038, 0.5361],[0.4191, 0.6614],[0.2646, 0.6323],[0.2761, 0.5178],[0.3204, 0.6054],[0.3402, 0.6971]
[0.4033, 1.0339],[0.5857, 0.9297],[0.6864, 0.7453],[0.6221, 0.585],[0.4933, 0.5197],[0.6127, 0.5301],[0.6274, 0.3121],[0.6147, 0.1749],[0.6036, 0.0564],[0.4936, 0.5207],[0.5083, 0.276],[0.5203, 0.1092],[0.5307, -0.0223],[0.3784, 0.5601],[0.3718, 0.4025],[0.4021, 0.5401],[0.4181, 0.6641],[0.2657, 0.6314],[0.2776, 0.5179],[0.3203, 0.6056],[0.3407, 0.6975]
[0.4019, 1.0277],[0.5864, 0.9266],[0.6886, 0.7432],[0.625, 0.5839],[0.4943, 0.52],[0.6118, 0.5275],[0.6271, 0.3106],[0.6153, 0.1737],[0.6048, 0.0552],[0.493, 0.5178],[0.5078, 0.2698],[0.5195, 0.1016],[0.5293, -0.031],[0.3778, 0.5571],[0.3704, 0.3997],[0.4024, 0.5392],[0.4195, 0.6644],[0.265, 0.628],[0.277, 0.5162],[0.3214, 0.605],[0.3428, 0.6965]
[0.3999, 1.029],[0.5876, 0.9258],[0.6887, 0.7431],[0.6243, 0.5848],[0.4929, 0.5208],[0.6125, 0.5279],[0.6275, 0.3114],[0.6141, 0.1747],[0.6025, 0.0563],[0.4939, 0.5186],[0.5081, 0.2758],[0.5184, 0.1102],[0.5274, -0.0216],[0.3784, 0.5589],[0.3721, 0.4006],[0.4039, 0.5409],[0.4209, 0.6646],[0.2648, 0.6307],[0.2797, 0.5181],[0.3231, 0.6082],[0.3436, 0.6991]
[0.3982, 1.0289],[0.5838, 0.9296],[0.6871, 0.7476],[0.6246, 0.5877],[0.4934, 0.5216],[0.6118, 0.5284],[0.6272, 0.3123],[0.6149, 0.1757],[0.604, 0.0566],[0.4927, 0.5181],[0.5076, 0.2688],[0.5186, 0.1002],[0.5285, -0.0345],[0.3767, 0.558],[0.3692, 0.3992],[0.3997, 0.5405],[0.4163, 0.6649],[0.262, 0.6301],[0.2761, 0.5156],[0.3183, 0.6065],[0.3383, 0.6987]
[0.3979, 1.032],[0.581, 0.9327],[0.6858, 0.7492],[0.6226, 0.5883],[0.493, 0.5217],[0.6121, 0.5309],[0.6272, 0.3129],[0.6138, 0.176],[0.6015, 0.0573],[0.4924, 0.5202],[0.5079, 0.2721],[0.5185, 0.105],[0.5272, -0.0278],[0.3763, 0.5591],[0.3715, 0.3991],[0.4006, 0.5397],[0.4153, 0.6637],[0.263, 0.6309],[0.2786, 0.5167],[0.319, 0.6062],[0.3362, 0.6977]
[0.3987, 1.0337],[0.5792, 0.9356],[0.6849, 0.7512],[0.6229, 0.5884],[0.4933, 0.5218],[0.6123, 0.5314],[0.6285, 0.3137],[0.6159, 0.1772],[0.6045, 0.0587],[0.493, 0.5206],[0.5077, 0.2738],[0.5179, 0.108],[0.5266, -0.0236],[0.3772, 0.5591],[0.371, 0.4012],[0.3997, 0.5428],[0.4148, 0.668],[0.2639, 0.6299],[0.2775, 0.5188],[0.3176, 0.6094],[0.3359, 0.7013]
[0.4035, 1.0209],[0.5909, 0.9128],[0.6904, 0.7372],[0.6174, 0.5885],[0.4897, 0.5272],[0.6141, 0.5227],[0.6274, 0.3117],[0.6128, 0.1754],[0.5999, 0.0583],[0.4938, 0.513],[0.5081, 0.2674],[0.5174, 0.0997],[0.5273, -0.0315],[0.3788, 0.5519],[0.3683, 0.4021],[0.3977, 0.5406],[0.4163, 0.6648],[0.2659, 0.6229],[0.2728, 0.5166],[0.3162, 0.6059],[0.3404, 0.6973]
[0.4012, 1.0228],[0.5823, 0.9216],[0.6869, 0.7445],[0.6133, 0.5907],[0.484, 0.5268],[0.6115, 0.5233],[0.6242, 0.3097],[0.6079, 0.1743],[0.5933, 0.058],[0.4898, 0.5147],[0.5042, 0.269],[0.5127, 0.1052],[0.522, -0.0243],[0.3746, 0.556],[0.3678, 0.3984],[0.3964, 0.5364],[0.4136, 0.66],[0.2625, 0.6309],[0.2755, 0.5193],[0.3179, 0.6081],[0.3396, 0.7016]
[0.3992, 1.0281],[0.5766, 0.9258],[0.6787, 0.745],[0.61, 0.589],[0.4811, 0.5212],[0.6056, 0.5276],[0.6196, 0.3118],[0.6049, 0.1768],[0.5916, 0.061],[0.4849, 0.5185],[0.5, 0.2693],[0.5103, 0.1066],[0.5205, -0.0202],[0.37, 0.5589],[0.3651, 0.3991],[0.3941, 0.537],[0.41, 0.6607],[0.2593, 0.6325],[0.2752, 0.5186],[0.3158, 0.6082],[0.3347, 0.7021]
[0.3903, 1.0352],[0.5611, 0.9332],[0.6661, 0.7521],[0.6008, 0.5923],[0.4719, 0.5141],[0.5962, 0.5349],[0.6122, 0.3153],[0.5975, 0.1792],[0.583, 0.0607],[0.4747, 0.5243],[0.4924, 0.2695],[0.5028, 0.1038],[0.511, -0.0272],[0.3584, 0.5644],[0.356, 0.4002],[0.388, 0.5387],[0.4043, 0.6625],[0.2465, 0.6388],[0.2633, 0.5217],[0.3082, 0.6093],[0.3292, 0.7028]
[0.3868, 1.0262],[0.5633, 0.9201],[0.6652, 0.7422],[0.5979, 0.5898],[0.469, 0.5251],[0.5904, 0.5272],[0.6055, 0.3079],[0.5911, 0.1729],[0.5773, 0.0562],[0.4703, 0.5192],[0.4845, 0.268],[0.494, 0.1033],[0.5015, -0.0266],[0.3565, 0.5589],[0.3492, 0.4011],[0.3814, 0.5378],[0.3993, 0.66],[0.2461, 0.6308],[0.2569, 0.5207],[0.2987, 0.6079],[0.3194, 0.6982]
[0.3807, 1.0333],[0.5575, 0.9284],[0.6636, 0.7432],[0.5941, 0.5842],[0.4617, 0.5228],[0.5894, 0.5307],[0.602, 0.3103],[0.5858, 0.1752],[0.5718, 0.0567],[0.4693, 0.5209],[0.4865, 0.2713],[0.4952, 0.1026],[0.5036, -0.0338],[0.3551, 0.5606],[0.3453, 0.4013],[0.3721, 0.5414],[0.3891, 0.6671],[0.2446, 0.6342],[0.2547, 0.5233],[0.2945, 0.6124],[0.3159, 0.7064]
