[0.6175, 0.9388],[0.4069, 0.8905],[0.2235, 0.7858],[0.0662, 0.732],[-0.0659, 0.713],[0.3803, 0.4436],[0.346, 0.1842],[0.3309, 0.0224],[0.3256, -0.0993],[0.5141, 0.4453],[0.5519, 0.2881],[0.567, 0.4457],[0.5687, 0.5817],[0.6409, 0.4851],[0.6754, 0.3586],[0.68, 0.5094],[0.6658, 0.6222],[0.7558, 0.5438],[0.7897, 0.4245],[0.7783, 0.5248],[0.7548, 0.6207]
[0.5706, 0.9691],[0.3747, 0.8967],[0.1862, 0.7709],[0.001, 0.6967],[-0.1534, 0.6833],[0.3449, 0.4434],[0.3301, 0.194],[0.3248, 0.0461],[0.3289, -0.086],[0.4841, 0.4533],[0.5119, 0.2943],[0.515, 0.4731],[0.5142, 0.6114],[0.6153, 0.5003],[0.6466, 0.3868],[0.632, 0.5471],[0.607, 0.6655],[0.7344, 0.5645],[0.7644, 0.4572],[0.7355, 0.5541],[0.7012, 0.6365]
[0.5728, 0.9707],[0.3766, 0.895],[0.188, 0.7689],[-0.0038, 0.6987],[-0.1657, 0.6936],[0.3449, 0.4443],[0.3304, 0.1916],[0.3261, 0.0425],[0.3314, -0.0888],[0.4846, 0.4563],[0.5148, 0.2953],[0.52, 0.4736],[0.52, 0.6137],[0.6152, 0.5039],[0.6472, 0.3908],[0.6351, 0.5501],[0.6104, 0.6692],[0.7324, 0.5669],[0.7625, 0.4598],[0.7365, 0.5543],[0.7033, 0.6358]
[0.5711, 0.9699],[0.3759, 0.8954],[0.1901, 0.7749],[0.0035, 0.7014],[-0.1534, 0.6904],[0.3441, 0.4436],[0.3313, 0.1903],[0.325, 0.0417],[0.3291, -0.0898],[0.4843, 0.4555],[0.5128, 0.2939],[0.518, 0.4724],[0.52, 0.6114],[0.6148, 0.5028],[0.648, 0.3878],[0.6345, 0.5479],[0.6103, 0.6673],[0.7319, 0.5654],[0.7642, 0.457],[0.7366, 0.5529],[0.703, 0.6356]
[0.5721, 0.9703],[0.3761, 0.8926],[0.1885, 0.769],[-0.0047, 0.6988],[-0.1674, 0.6907],[0.346, 0.443],[0.3309, 0.1882],[0.3265, 0.0396],[0.3324, -0.0913],[0.4854, 0.4552],[0.5157, 0.294],[0.5191, 0.472],[0.5196, 0.6114],[0.6152, 0.5029],[0.6492, 0.3894],[0.6339, 0.5491],[0.609, 0.669],[0.7318, 0.5656],[0.7637, 0.4567],[0.7355, 0.5533],[0.7019, 0.6375]
[0.571, 0.9684],[0.3789, 0.8983],[0.1927, 0.7756],[0.0071, 0.7014],[-0.1489, 0.6894],[0.3448, 0.4442],[0.333, 0.1874],[0.3275, 0.0368],[0.3305, -0.0954],[0.4844, 0.4547],[0.5123, 0.2969],[0.52, 0.4741],[0.5221, 0.6133],[0.6146, 0.5],[0.6476, 0.3869],[0.6359, 0.5455],[0.6116, 0.6644],[0.7325, 0.5618],[0.7648, 0.455],[0.7369, 0.5493],[0.7012, 0.6309]
[0.5714, 0.9676],[0.3766, 0.8922],[0.1939, 0.7719],[0.0085, 0.6965],[-0.1475, 0.6758],[0.3492, 0.4421],[0.3349, 0.1934],[0.3288, 0.0458],[0.3332, -0.0859],[0.4873, 0.4543],[0.518, 0.2941],[0.5177, 0.4694],[0.5153, 0.6078],[0.6158, 0.5022],[0.6519, 0.3893],[0.632, 0.5473],[0.6049, 0.6668],[0.7321, 0.5659],[0.765, 0.4562],[0.7344, 0.5532],[0.6989, 0.6389]
[0.5721, 0.9696],[0.376, 0.8904],[0.1905, 0.7661],[0.0005, 0.6936],[-0.1608, 0.6789],[0.3471, 0.444],[0.333, 0.1999],[0.3286, 0.0562],[0.3338, -0.0716],[0.4855, 0.4563],[0.5165, 0.2945],[0.5166, 0.47],[0.5144, 0.6084],[0.6145, 0.5042],[0.6502, 0.3894],[0.6317, 0.5469],[0.6053, 0.6665],[0.7311, 0.5672],[0.7642, 0.4573],[0.7346, 0.5526],[0.6995, 0.6377]
[0.5705, 0.9653],[0.377, 0.8945],[0.196, 0.7742],[0.0143, 0.6992],[-0.139, 0.6747],[0.3469, 0.4437],[0.3333, 0.1934],[0.3288, 0.0467],[0.3365, -0.0843],[0.4854, 0.4554],[0.5145, 0.293],[0.5163, 0.4692],[0.5162, 0.6057],[0.6155, 0.502],[0.6487, 0.3859],[0.6321, 0.5429],[0.607, 0.6596],[0.7345, 0.5646],[0.7682, 0.454],[0.7372, 0.5486],[0.7003, 0.6313]
[0.5732, 0.9689],[0.3782, 0.8914],[0.1919, 0.7662],[0.0024, 0.692],[-0.1567, 0.6762],[0.3498, 0.4424],[0.3347, 0.2036],[0.3302, 0.063],[0.3354, -0.0619],[0.487, 0.455],[0.5186, 0.2949],[0.5185, 0.4659],[0.5165, 0.6009],[0.6154, 0.5035],[0.6517, 0.3887],[0.6307, 0.5431],[0.6031, 0.6611],[0.7334, 0.5672],[0.7654, 0.4539],[0.7339, 0.547],[0.6978, 0.6324]
[0.5724, 0.9601],[0.3773, 0.8896],[0.1938, 0.7702],[0.0104, 0.6959],[-0.1436, 0.6683],[0.3456, 0.4372],[0.3311, 0.1883],[0.3263, 0.0424],[0.3319, -0.0855],[0.4847, 0.4509],[0.5127, 0.2955],[0.5184, 0.4704],[0.5185, 0.6066],[0.6156, 0.4987],[0.6486, 0.3864],[0.6357, 0.5436],[0.6093, 0.661],[0.7345, 0.5618],[0.7707, 0.4553],[0.7418, 0.549],[0.704, 0.6307]
[0.5737, 0.9662],[0.3796, 0.8896],[0.1961, 0.7687],[0.0053, 0.6979],[-0.1551, 0.6815],[0.3475, 0.4422],[0.3325, 0.1983],[0.3287, 0.054],[0.3348, -0.0716],[0.4851, 0.4556],[0.5192, 0.3032],[0.5199, 0.4734],[0.517, 0.607],[0.6136, 0.5027],[0.651, 0.3924],[0.6319, 0.5472],[0.604, 0.6643],[0.7315, 0.564],[0.7653, 0.4555],[0.735, 0.5488],[0.6987, 0.6322]
[0.5785, 0.969],[0.3822, 0.8942],[0.1922, 0.7744],[0.0019, 0.7025],[-0.1575, 0.6908],[0.3461, 0.4484],[0.3302, 0.2054],[0.3264, 0.0653],[0.3325, -0.0604],[0.4877, 0.4571],[0.5173, 0.293],[0.5213, 0.4705],[0.5197, 0.6082],[0.6194, 0.5031],[0.6501, 0.3873],[0.6348, 0.5475],[0.6078, 0.6667],[0.7371, 0.5653],[0.7683, 0.4599],[0.7406, 0.5567],[0.7055, 0.638]
[0.5734, 0.9621],[0.3806, 0.8957],[0.1976, 0.7768],[0.0184, 0.6985],[-0.1324, 0.6713],[0.3479, 0.4447],[0.3315, 0.1979],[0.3234, 0.055],[0.3246, -0.072],[0.4873, 0.454],[0.5145, 0.2937],[0.5192, 0.4737],[0.5188, 0.6122],[0.6184, 0.5001],[0.6492, 0.3876],[0.6339, 0.548],[0.6076, 0.6645],[0.7377, 0.5638],[0.7696, 0.4581],[0.7389, 0.5572],[0.7016, 0.6397]
[0.5757, 0.9676],[0.3826, 0.8951],[0.2002, 0.7749],[0.0187, 0.6991],[-0.1329, 0.6788],[0.3504, 0.4477],[0.3311, 0.2084],[0.3286, 0.0696],[0.3361, -0.0542],[0.4895, 0.4581],[0.5237, 0.2974],[0.5226, 0.4746],[0.5177, 0.6128],[0.6191, 0.5051],[0.6542, 0.3919],[0.6343, 0.5515],[0.6067, 0.6701],[0.7368, 0.5674],[0.77, 0.458],[0.7391, 0.5575],[0.7041, 0.6427]
[0.5724, 0.9669],[0.3789, 0.8919],[0.1941, 0.768],[0.0058, 0.6942],[-0.154, 0.6697],[0.3482, 0.4394],[0.3301, 0.1983],[0.3245, 0.0588],[0.3279, -0.0649],[0.4875, 0.4523],[0.5229, 0.2946],[0.5214, 0.4761],[0.5144, 0.6138],[0.6175, 0.5022],[0.6542, 0.3922],[0.6337, 0.5536],[0.6034, 0.6709],[0.7346, 0.567],[0.769, 0.46],[0.7375, 0.5621],[0.7011, 0.647]
[0.5754, 0.9697],[0.3844, 0.8959],[0.1977, 0.7709],[0.005, 0.6976],[-0.1574, 0.6841],[0.3466, 0.4428],[0.3305, 0.2007],[0.3269, 0.0623],[0.3325, -0.0593],[0.4863, 0.4528],[0.5211, 0.2948],[0.5231, 0.4754],[0.5191, 0.6138],[0.6164, 0.4998],[0.6533, 0.3895],[0.6359, 0.5533],[0.6081, 0.6728],[0.7344, 0.563],[0.7686, 0.4589],[0.7389, 0.5591],[0.7031, 0.6429]
[0.5753, 0.9652],[0.3818, 0.8945],[0.1963, 0.7744],[0.0083, 0.6998],[-0.1491, 0.6774],[0.3462, 0.4431],[0.3285, 0.1935],[0.3238, 0.0524],[0.3289, -0.0713],[0.4868, 0.4546],[0.5192, 0.2951],[0.5223, 0.476],[0.5192, 0.6158],[0.6172, 0.5013],[0.6516, 0.3895],[0.6351, 0.5524],[0.6074, 0.6719],[0.7348, 0.5628],[0.7694, 0.458],[0.7402, 0.5594],[0.7039, 0.6447]
[0.5764, 0.9661],[0.3824, 0.8937],[0.1976, 0.773],[0.0083, 0.6983],[-0.1519, 0.6787],[0.3485, 0.4441],[0.3325, 0.1999],[0.3296, 0.0608],[0.3361, -0.0617],[0.4869, 0.4561],[0.5185, 0.2999],[0.5201, 0.4768],[0.5169, 0.614],[0.616, 0.503],[0.6512, 0.3941],[0.6335, 0.5556],[0.606, 0.6742],[0.7343, 0.5647],[0.7684, 0.459],[0.7387, 0.5573],[0.7028, 0.6408]
[0.5763, 0.9627],[0.3821, 0.8949],[0.1959, 0.7747],[0.0085, 0.6992],[-0.1491, 0.6757],[0.3484, 0.442],[0.3318, 0.1941],[0.327, 0.0523],[0.3323, -0.0716],[0.4864, 0.4534],[0.5162, 0.2972],[0.5206, 0.4758],[0.5205, 0.6134],[0.6156, 0.4998],[0.6484, 0.392],[0.6329, 0.5544],[0.6075, 0.6714],[0.7337, 0.5618],[0.7654, 0.4582],[0.7356, 0.5595],[0.7005, 0.6429]
[0.5784, 0.9635],[0.3827, 0.8928],[0.1942, 0.7697],[0.0035, 0.698],[-0.1557, 0.6814],[0.3459, 0.4408],[0.3294, 0.1914],[0.3255, 0.0485],[0.3317, -0.0758],[0.4848, 0.452],[0.5168, 0.2982],[0.5217, 0.4783],[0.5218, 0.6172],[0.615, 0.498],[0.6486, 0.392],[0.6337, 0.5555],[0.6083, 0.6735],[0.7333, 0.5593],[0.7657, 0.4563],[0.7358, 0.5575],[0.7002, 0.641]
[0.5787, 0.9624],[0.3803, 0.8905],[0.192, 0.7714],[0.0029, 0.6976],[-0.1539, 0.6791],[0.3457, 0.4408],[0.328, 0.1887],[0.3206, 0.0439],[0.3232, -0.082],[0.4855, 0.4522],[0.5158, 0.2994],[0.5226, 0.479],[0.5242, 0.6178],[0.6158, 0.4974],[0.6486, 0.392],[0.6348, 0.5556],[0.6103, 0.6745],[0.7333, 0.5573],[0.7652, 0.4552],[0.7357, 0.5574],[0.7016, 0.642]
[0.5799, 0.9666],[0.383, 0.8876],[0.1935, 0.7717],[0.0021, 0.6991],[-0.1557, 0.6802],[0.3451, 0.4464],[0.3296, 0.1969],[0.3226, 0.0535],[0.3255, -0.073],[0.4866, 0.4562],[0.5164, 0.3041],[0.5228, 0.4824],[0.5256, 0.6211],[0.6174, 0.5002],[0.6514, 0.3938],[0.6366, 0.5559],[0.6126, 0.6768],[0.7332, 0.5591],[0.7691, 0.4571],[0.7379, 0.5567],[0.7031, 0.6412]
[0.5737, 0.9618],[0.3789, 0.8923],[0.1923, 0.773],[0.0067, 0.6977],[-0.1468, 0.674],[0.3455, 0.4416],[0.3268, 0.1879],[0.3187, 0.0401],[0.3222, -0.091],[0.4863, 0.4514],[0.5169, 0.2982],[0.5233, 0.4805],[0.5256, 0.6197],[0.6172, 0.4966],[0.6515, 0.3909],[0.6372, 0.5549],[0.6128, 0.6733],[0.7343, 0.5578],[0.7676, 0.4564],[0.7377, 0.5594],[0.7032, 0.6437]
[0.5779, 0.9708],[0.3826, 0.8936],[0.1914, 0.7679],[-0.0156, 0.6985],[-0.1908, 0.6887],[0.3477, 0.4449],[0.3308, 0.1965],[0.3278, 0.0492],[0.3352, -0.0802],[0.4862, 0.4549],[0.5217, 0.3002],[0.5253, 0.4762],[0.5236, 0.6123],[0.6162, 0.4993],[0.6548, 0.3909],[0.6375, 0.5518],[0.6095, 0.6707],[0.734, 0.5598],[0.7648, 0.4573],[0.7356, 0.5555],[0.7004, 0.6386]
[0.5761, 0.9618],[0.3823, 0.8939],[0.1926, 0.7741],[-0.0019, 0.7032],[-0.1625, 0.6827],[0.342, 0.4427],[0.3291, 0.1949],[0.3244, 0.0537],[0.3288, -0.0686],[0.4818, 0.4518],[0.515, 0.2971],[0.5241, 0.4713],[0.5263, 0.608],[0.6123, 0.4944],[0.6487, 0.386],[0.6354, 0.5479],[0.6103, 0.6658],[0.7326, 0.5543],[0.7646, 0.4568],[0.7363, 0.5578],[0.7005, 0.6419]
[0.5784, 0.9627],[0.3829, 0.8923],[0.1939, 0.7723],[-0.0007, 0.7004],[-0.1621, 0.6853],[0.3462, 0.444],[0.3302, 0.2002],[0.3255, 0.059],[0.3302, -0.0635],[0.4855, 0.4522],[0.5128, 0.2993],[0.5222, 0.4751],[0.5263, 0.613],[0.6157, 0.4953],[0.6471, 0.3869],[0.6361, 0.5485],[0.6141, 0.6692],[0.7348, 0.5551],[0.7639, 0.4536],[0.7368, 0.5516],[0.7026, 0.6366]
[0.5754, 0.966],[0.3804, 0.8931],[0.1937, 0.7707],[-0.0014, 0.6975],[-0.1656, 0.6783],[0.3464, 0.4427],[0.3315, 0.2008],[0.3262, 0.0597],[0.3321, -0.0655],[0.4853, 0.4514],[0.5142, 0.2988],[0.5228, 0.4766],[0.5283, 0.6126],[0.6162, 0.4957],[0.6495, 0.3862],[0.637, 0.5469],[0.6151, 0.6647],[0.7344, 0.5578],[0.7662, 0.4569],[0.738, 0.5547],[0.7051, 0.6369]
[0.5739, 0.967],[0.3812, 0.8934],[0.1942, 0.7698],[-0.0037, 0.6971],[-0.1704, 0.6834],[0.3474, 0.4446],[0.3306, 0.2016],[0.325, 0.0607],[0.3299, -0.0643],[0.4862, 0.4523],[0.5151, 0.3002],[0.5236, 0.4775],[0.5281, 0.6129],[0.6167, 0.4955],[0.6496, 0.3867],[0.6367, 0.5469],[0.6141, 0.6651],[0.7347, 0.556],[0.7663, 0.4565],[0.7379, 0.555],[0.7039, 0.6384]
[0.5757, 0.9679],[0.383, 0.8969],[0.1928, 0.7711],[-0.0048, 0.6995],[-0.1708, 0.6875],[0.3459, 0.445],[0.3283, 0.1995],[0.3241, 0.0558],[0.331, -0.07],[0.4858, 0.4532],[0.5169, 0.2987],[0.5249, 0.4763],[0.5285, 0.6121],[0.6169, 0.4967],[0.6506, 0.3877],[0.637, 0.5476],[0.6135, 0.6638],[0.737, 0.5571],[0.7669, 0.4597],[0.7383, 0.558],[0.7043, 0.6386]
[0.5784, 0.9678],[0.3864, 0.9006],[0.1995, 0.7773],[0.0098, 0.7029],[-0.1486, 0.6828],[0.3483, 0.4457],[0.3303, 0.1991],[0.3221, 0.0542],[0.3237, -0.0725],[0.4867, 0.454],[0.515, 0.3014],[0.5232, 0.4783],[0.5274, 0.6154],[0.6174, 0.4972],[0.6492, 0.3898],[0.6364, 0.5492],[0.6145, 0.6659],[0.7381, 0.5579],[0.7674, 0.4574],[0.7379, 0.5569],[0.7038, 0.6407]
[0.5793, 0.9655],[0.3846, 0.8942],[0.1953, 0.7718],[0.0043, 0.6981],[-0.154, 0.6842],[0.3489, 0.4422],[0.3293, 0.1973],[0.3236, 0.0557],[0.3286, -0.0681],[0.4869, 0.4521],[0.5178, 0.2991],[0.5236, 0.4754],[0.5254, 0.6127],[0.6163, 0.497],[0.6494, 0.3911],[0.6345, 0.5484],[0.6116, 0.6663],[0.7355, 0.5575],[0.7645, 0.4569],[0.7353, 0.5541],[0.702, 0.6385]
[0.5771, 0.9653],[0.3838, 0.8953],[0.1949, 0.7722],[0.0035, 0.6987],[-0.1556, 0.6793],[0.3472, 0.4434],[0.3304, 0.1951],[0.3227, 0.0503],[0.3238, -0.0759],[0.4852, 0.4525],[0.5142, 0.3004],[0.5202, 0.4749],[0.522, 0.611],[0.6152, 0.4964],[0.6479, 0.3901],[0.6338, 0.5467],[0.6108, 0.6633],[0.7351, 0.5572],[0.7644, 0.4549],[0.7347, 0.5516],[0.7002, 0.6354]
[0.5794, 0.9659],[0.3853, 0.8953],[0.1947, 0.7721],[0.0028, 0.6987],[-0.155, 0.682],[0.3483, 0.4455],[0.3307, 0.1973],[0.3231, 0.0535],[0.3251, -0.0722],[0.4861, 0.454],[0.514, 0.301],[0.5204, 0.4752],[0.5237, 0.6109],[0.616, 0.4968],[0.6478, 0.3895],[0.6347, 0.5463],[0.6136, 0.6627],[0.7361, 0.5564],[0.764, 0.4549],[0.7346, 0.5524],[0.7018, 0.6358]
[0.5771, 0.9669],[0.3833, 0.8947],[0.1935, 0.7731],[0.0015, 0.7007],[-0.1583, 0.6806],[0.3465, 0.4471],[0.3305, 0.197],[0.3231, 0.0523],[0.3249, -0.074],[0.4852, 0.4562],[0.5117, 0.3015],[0.5207, 0.4751],[0.5263, 0.6112],[0.6157, 0.4999],[0.6475, 0.3894],[0.6358, 0.5449],[0.6148, 0.6624],[0.7351, 0.5594],[0.7666, 0.4532],[0.7367, 0.5493],[0.7021, 0.6345]
[0.5752, 0.9684],[0.3811, 0.895],[0.1933, 0.7745],[0.0017, 0.7031],[-0.1584, 0.6887],[0.3487, 0.4472],[0.3299, 0.2013],[0.3221, 0.0591],[0.3234, -0.0643],[0.4874, 0.457],[0.5143, 0.3044],[0.5212, 0.4776],[0.5238, 0.6145],[0.6174, 0.5016],[0.6476, 0.3928],[0.6347, 0.5484],[0.6123, 0.6668],[0.7365, 0.5614],[0.7662, 0.4558],[0.7367, 0.551],[0.7022, 0.6356]
[0.5767, 0.9737],[0.379, 0.8962],[0.187, 0.7719],[-0.0109, 0.6989],[-0.175, 0.6823],[0.3484, 0.4504],[0.3349, 0.2004],[0.3329, 0.0585],[0.3404, -0.065],[0.4881, 0.4615],[0.5165, 0.3031],[0.5188, 0.4804],[0.5175, 0.6165],[0.618, 0.5077],[0.6478, 0.3939],[0.6329, 0.5515],[0.6079, 0.6694],[0.7351, 0.5694],[0.7674, 0.4605],[0.7373, 0.5545],[0.7006, 0.6364]
[0.5706, 0.9724],[0.3747, 0.898],[0.1843, 0.7775],[-0.0062, 0.7011],[-0.1656, 0.6769],[0.347, 0.4512],[0.3325, 0.2016],[0.3256, 0.0596],[0.3281, -0.0645],[0.4867, 0.4616],[0.5143, 0.3],[0.5157, 0.4754],[0.5156, 0.6118],[0.6167, 0.5072],[0.6462, 0.3908],[0.6295, 0.5467],[0.6065, 0.6641],[0.7351, 0.5682],[0.7656, 0.4577],[0.7337, 0.5518],[0.6987, 0.6346]
[0.5755, 0.9716],[0.3778, 0.8981],[0.1835, 0.7737],[-0.0149, 0.7017],[-0.1804, 0.6866],[0.3483, 0.4492],[0.334, 0.201],[0.3297, 0.0598],[0.3342, -0.0621],[0.4871, 0.4601],[0.5142, 0.3023],[0.5189, 0.4778],[0.5213, 0.6138],[0.6162, 0.5059],[0.6453, 0.3935],[0.6308, 0.5486],[0.6087, 0.6644],[0.7338, 0.5665],[0.7614, 0.4597],[0.7307, 0.5534],[0.6964, 0.6348]
[0.5739, 0.9697],[0.378, 0.8973],[0.1871, 0.7764],[-0.0068, 0.7022],[-0.1673, 0.6825],[0.3444, 0.4483],[0.3322, 0.2037],[0.3245, 0.0651],[0.3245, -0.0564],[0.4837, 0.4592],[0.5107, 0.3008],[0.5159, 0.4756],[0.5184, 0.6113],[0.614, 0.5048],[0.6455, 0.3917],[0.6301, 0.551],[0.6067, 0.6686],[0.7337, 0.5657],[0.7646, 0.4592],[0.7324, 0.5556],[0.6971, 0.6381]
[0.5751, 0.975],[0.3777, 0.8995],[0.1872, 0.7764],[-0.001, 0.7002],[-0.1559, 0.6772],[0.3457, 0.451],[0.3317, 0.2032],[0.3232, 0.0621],[0.323, -0.0615],[0.4841, 0.4631],[0.5134, 0.2996],[0.5185, 0.4772],[0.5193, 0.6143],[0.6133, 0.5095],[0.646, 0.393],[0.6316, 0.5539],[0.6073, 0.6718],[0.7316, 0.5723],[0.7651, 0.4628],[0.7351, 0.5607],[0.6998, 0.6442]
[0.5687, 0.9657],[0.3756, 0.8963],[0.1899, 0.7759],[0.0075, 0.6981],[-0.1447, 0.6709],[0.3445, 0.4467],[0.3266, 0.1955],[0.3205, 0.0529],[0.3247, -0.0708],[0.4839, 0.4579],[0.5126, 0.299],[0.5152, 0.4755],[0.5128, 0.6135],[0.6138, 0.5045],[0.6445, 0.3904],[0.6299, 0.5495],[0.6053, 0.6679],[0.7322, 0.5672],[0.7619, 0.4596],[0.7338, 0.558],[0.7002, 0.643]
