[0.6158, 0.8964],[0.4262, 0.8549],[0.2429, 0.7434],[0.0798, 0.6898],[-0.0535, 0.668],[0.4063, 0.4385],[0.3933, 0.2397],[0.3823, 0.1026],[0.3766, 0.0006],[0.5304, 0.4445],[0.5305, 0.3063],[0.5135, 0.4781],[0.5104, 0.5976],[0.6512, 0.4896],[0.6459, 0.3868],[0.6178, 0.5333],[0.6, 0.622],[0.7622, 0.5609],[0.7582, 0.4592],[0.7142, 0.5546],[0.6859, 0.6191]
[0.5523, 0.926],[0.3579, 0.8601],[0.1636, 0.7454],[-0.0201, 0.698],[-0.1631, 0.6898],[0.3206, 0.4259],[0.3109, 0.185],[0.3065, 0.0438],[0.3046, -0.0761],[0.4512, 0.4347],[0.4281, 0.3171],[0.4218, 0.5006],[0.4346, 0.6297],[0.5753, 0.4822],[0.5568, 0.4225],[0.5296, 0.5881],[0.52, 0.686],[0.6926, 0.5498],[0.676, 0.4927],[0.6211, 0.6032],[0.5888, 0.6714]
[0.55, 0.922],[0.3518, 0.8557],[0.1563, 0.7449],[-0.0332, 0.7012],[-0.1825, 0.7014],[0.3158, 0.4262],[0.3033, 0.1806],[0.2985, 0.035],[0.297, -0.0871],[0.448, 0.4358],[0.4217, 0.3173],[0.4158, 0.5012],[0.4283, 0.6313],[0.5727, 0.484],[0.5485, 0.422],[0.5219, 0.5925],[0.5111, 0.6948],[0.6888, 0.5506],[0.6658, 0.4903],[0.6133, 0.6045],[0.5837, 0.6757]
[0.5537, 0.9237],[0.3544, 0.8572],[0.1598, 0.7477],[-0.0321, 0.7033],[-0.182, 0.7003],[0.3201, 0.4304],[0.3065, 0.1873],[0.297, 0.0452],[0.291, -0.0727],[0.4506, 0.44],[0.4249, 0.3199],[0.4189, 0.5008],[0.4336, 0.6294],[0.573, 0.4857],[0.5513, 0.4247],[0.5248, 0.592],[0.517, 0.6904],[0.689, 0.5486],[0.6701, 0.4898],[0.6178, 0.6016],[0.5899, 0.67]
[0.5499, 0.9258],[0.3515, 0.8585],[0.1557, 0.7457],[-0.0339, 0.6975],[-0.1822, 0.6904],[0.3193, 0.4291],[0.3061, 0.1863],[0.2986, 0.0411],[0.2954, -0.0807],[0.4496, 0.4384],[0.4225, 0.3166],[0.4139, 0.4991],[0.4287, 0.629],[0.5728, 0.4851],[0.5489, 0.4219],[0.5213, 0.5896],[0.5144, 0.6893],[0.6899, 0.5502],[0.6689, 0.4886],[0.615, 0.6001],[0.5872, 0.6695]
[0.5522, 0.9289],[0.3513, 0.8599],[0.1572, 0.7463],[-0.0318, 0.6979],[-0.1815, 0.6942],[0.3174, 0.4281],[0.3055, 0.1867],[0.3014, 0.0413],[0.3014, -0.081],[0.4481, 0.4378],[0.4264, 0.3187],[0.4155, 0.4993],[0.4249, 0.6296],[0.5718, 0.484],[0.5529, 0.4229],[0.523, 0.5891],[0.511, 0.6908],[0.6891, 0.5483],[0.67, 0.4886],[0.6166, 0.5992],[0.5863, 0.6698]
[0.5512, 0.928],[0.3526, 0.86],[0.1574, 0.7465],[-0.0309, 0.6961],[-0.1785, 0.6875],[0.3181, 0.4317],[0.3054, 0.1906],[0.3003, 0.046],[0.2998, -0.0752],[0.4487, 0.4397],[0.4272, 0.3198],[0.4156, 0.501],[0.4242, 0.6321],[0.5721, 0.4841],[0.5525, 0.4236],[0.5227, 0.5897],[0.511, 0.6905],[0.6899, 0.5465],[0.6706, 0.4872],[0.618, 0.5972],[0.5884, 0.6663]
[0.552, 0.9241],[0.3538, 0.8589],[0.1575, 0.7462],[-0.0319, 0.6979],[-0.1799, 0.6938],[0.3156, 0.4311],[0.3037, 0.1878],[0.2991, 0.0425],[0.2992, -0.0782],[0.446, 0.4395],[0.4267, 0.3203],[0.4164, 0.4999],[0.425, 0.6297],[0.5694, 0.4841],[0.5523, 0.4238],[0.5239, 0.5896],[0.5116, 0.6894],[0.6876, 0.5462],[0.6698, 0.4871],[0.6191, 0.5966],[0.5897, 0.6649]
[0.5514, 0.9299],[0.3516, 0.8606],[0.1553, 0.7453],[-0.0312, 0.6954],[-0.1766, 0.6861],[0.3182, 0.4329],[0.3076, 0.1949],[0.3002, 0.0541],[0.2955, -0.0632],[0.4479, 0.4421],[0.4244, 0.3172],[0.4112, 0.4942],[0.4191, 0.6254],[0.5703, 0.4866],[0.5497, 0.4225],[0.5203, 0.5895],[0.5098, 0.6926],[0.6875, 0.5482],[0.6661, 0.4876],[0.6147, 0.6013],[0.5874, 0.6744]
[0.5525, 0.9299],[0.3519, 0.8648],[0.1569, 0.7488],[-0.026, 0.6952],[-0.1712, 0.6817],[0.3135, 0.43],[0.3023, 0.1897],[0.2977, 0.0445],[0.2969, -0.0778],[0.444, 0.4408],[0.4262, 0.3176],[0.4148, 0.4973],[0.4212, 0.6272],[0.5678, 0.4873],[0.5527, 0.4236],[0.5222, 0.5907],[0.5076, 0.6936],[0.6862, 0.5519],[0.667, 0.4888],[0.6166, 0.6027],[0.587, 0.6772]
[0.5481, 0.9289],[0.3522, 0.8638],[0.1587, 0.7496],[-0.0244, 0.6964],[-0.1699, 0.6804],[0.3136, 0.4325],[0.3008, 0.1913],[0.2931, 0.0476],[0.2893, -0.073],[0.4444, 0.4422],[0.4186, 0.3181],[0.4092, 0.4972],[0.4198, 0.6274],[0.5689, 0.4885],[0.5469, 0.4223],[0.5196, 0.5906],[0.5096, 0.6933],[0.688, 0.5529],[0.6649, 0.4873],[0.615, 0.6024],[0.5882, 0.6772]
[0.5456, 0.9265],[0.3502, 0.8615],[0.1567, 0.7462],[-0.0292, 0.6971],[-0.1765, 0.6873],[0.3101, 0.4261],[0.3004, 0.1789],[0.2982, 0.0295],[0.2991, -0.0952],[0.4426, 0.437],[0.4218, 0.3185],[0.413, 0.4981],[0.4206, 0.6277],[0.5682, 0.4841],[0.5491, 0.4224],[0.5223, 0.5896],[0.5089, 0.6917],[0.6872, 0.5498],[0.6657, 0.488],[0.6174, 0.6024],[0.5886, 0.6765]
[0.551, 0.9249],[0.3484, 0.8572],[0.1497, 0.7452],[-0.0422, 0.6982],[-0.1856, 0.6902],[0.3141, 0.4259],[0.301, 0.1837],[0.2969, 0.0415],[0.2966, -0.077],[0.4444, 0.4359],[0.4143, 0.3162],[0.4054, 0.4952],[0.4174, 0.6211],[0.5681, 0.4833],[0.5403, 0.4148],[0.5143, 0.5839],[0.5065, 0.6843],[0.686, 0.5496],[0.6593, 0.4848],[0.6086, 0.5978],[0.5831, 0.6678]
[0.5503, 0.9304],[0.3509, 0.8625],[0.1551, 0.7491],[-0.0284, 0.6996],[-0.1669, 0.6841],[0.3141, 0.4343],[0.3019, 0.19],[0.2965, 0.0486],[0.2949, -0.0698],[0.4436, 0.4439],[0.4171, 0.3189],[0.4086, 0.4941],[0.4219, 0.623],[0.5669, 0.4891],[0.5457, 0.4213],[0.5194, 0.5866],[0.5125, 0.687],[0.6852, 0.5527],[0.664, 0.4869],[0.6138, 0.5974],[0.5886, 0.6686]
[0.55, 0.9306],[0.35, 0.8624],[0.1522, 0.7469],[-0.0327, 0.6973],[-0.1726, 0.6855],[0.3135, 0.4327],[0.298, 0.1918],[0.289, 0.0515],[0.2841, -0.0657],[0.4434, 0.4428],[0.4165, 0.319],[0.4064, 0.4957],[0.4176, 0.6258],[0.5663, 0.4892],[0.5436, 0.4202],[0.5163, 0.5875],[0.5089, 0.6905],[0.6847, 0.554],[0.6604, 0.4866],[0.611, 0.5997],[0.588, 0.6736]
[0.5447, 0.9279],[0.3461, 0.8615],[0.1497, 0.7469],[-0.035, 0.697],[-0.1796, 0.6873],[0.3099, 0.4316],[0.2929, 0.1866],[0.2857, 0.0388],[0.2843, -0.0847],[0.4391, 0.4419],[0.4152, 0.3186],[0.4008, 0.4958],[0.4084, 0.6271],[0.5616, 0.4881],[0.5403, 0.4217],[0.5108, 0.5889],[0.5011, 0.6921],[0.6803, 0.5524],[0.6564, 0.4866],[0.6057, 0.5979],[0.5807, 0.6698]
[0.5422, 0.9311],[0.343, 0.8617],[0.1466, 0.7456],[-0.0379, 0.6964],[-0.1786, 0.6839],[0.3057, 0.4338],[0.2909, 0.1895],[0.2834, 0.0446],[0.2805, -0.076],[0.4366, 0.443],[0.4088, 0.3191],[0.399, 0.4996],[0.4106, 0.6329],[0.561, 0.4893],[0.5351, 0.4197],[0.5092, 0.5881],[0.5041, 0.692],[0.6801, 0.5549],[0.6558, 0.4829],[0.6064, 0.5944],[0.5848, 0.6669]
[0.5422, 0.9316],[0.3428, 0.8619],[0.1492, 0.7483],[-0.0346, 0.6986],[-0.1754, 0.6848],[0.3067, 0.4367],[0.2933, 0.1905],[0.2864, 0.0431],[0.2851, -0.0798],[0.4355, 0.4452],[0.4083, 0.3188],[0.398, 0.496],[0.4099, 0.6272],[0.5589, 0.49],[0.5367, 0.42],[0.5104, 0.5852],[0.5028, 0.6872],[0.6775, 0.554],[0.6566, 0.4827],[0.6065, 0.5929],[0.5812, 0.6653]
[0.5428, 0.9305],[0.3446, 0.8634],[0.1521, 0.7509],[-0.0311, 0.6972],[-0.1717, 0.6774],[0.3079, 0.4346],[0.2991, 0.1892],[0.2947, 0.0419],[0.296, -0.0819],[0.4372, 0.4456],[0.4167, 0.3172],[0.4041, 0.498],[0.4139, 0.6284],[0.5604, 0.4917],[0.5447, 0.4212],[0.5152, 0.5895],[0.5056, 0.6892],[0.6788, 0.5556],[0.6646, 0.4822],[0.6123, 0.5937],[0.5847, 0.6643]
[0.5432, 0.93],[0.3439, 0.8631],[0.1498, 0.7491],[-0.0334, 0.6965],[-0.1746, 0.6793],[0.3077, 0.4346],[0.2959, 0.1905],[0.2889, 0.0457],[0.2872, -0.0749],[0.4377, 0.4451],[0.4155, 0.3185],[0.4047, 0.498],[0.4151, 0.63],[0.5616, 0.4909],[0.5427, 0.421],[0.5154, 0.5886],[0.5068, 0.6908],[0.6812, 0.5549],[0.6635, 0.4825],[0.6139, 0.5924],[0.5881, 0.6643]
[0.5397, 0.9308],[0.3426, 0.8639],[0.1487, 0.7461],[-0.0344, 0.695],[-0.1775, 0.679],[0.3085, 0.4304],[0.2973, 0.188],[0.293, 0.0443],[0.2943, -0.0747],[0.4403, 0.4428],[0.4188, 0.3178],[0.4088, 0.4982],[0.421, 0.631],[0.5653, 0.4916],[0.5463, 0.4244],[0.5192, 0.5885],[0.5116, 0.6884],[0.6855, 0.5586],[0.6705, 0.4837],[0.6195, 0.5898],[0.5914, 0.6605]
[0.5403, 0.9278],[0.3447, 0.8632],[0.1484, 0.7452],[-0.0372, 0.6958],[-0.183, 0.6861],[0.3063, 0.4273],[0.2925, 0.1844],[0.2855, 0.0452],[0.2824, -0.0684],[0.4374, 0.4389],[0.4157, 0.3204],[0.4036, 0.4997],[0.4117, 0.6298],[0.5616, 0.487],[0.541, 0.4205],[0.5135, 0.5883],[0.5044, 0.6898],[0.6823, 0.5532],[0.6619, 0.483],[0.6117, 0.5926],[0.5848, 0.6637]
[0.5411, 0.9308],[0.345, 0.8635],[0.1509, 0.7492],[-0.0313, 0.6967],[-0.1735, 0.6816],[0.3093, 0.434],[0.2917, 0.1955],[0.2806, 0.0585],[0.2735, -0.0537],[0.4396, 0.4437],[0.4145, 0.3193],[0.4039, 0.4991],[0.4147, 0.6307],[0.5633, 0.4904],[0.541, 0.4206],[0.5148, 0.5873],[0.5093, 0.688],[0.6827, 0.5555],[0.6623, 0.484],[0.6124, 0.5931],[0.5889, 0.6632]
[0.5435, 0.9285],[0.345, 0.8628],[0.1506, 0.748],[-0.0309, 0.6957],[-0.1717, 0.6783],[0.3076, 0.4322],[0.2926, 0.1873],[0.2861, 0.0454],[0.2849, -0.0719],[0.4374, 0.4429],[0.4182, 0.3191],[0.4074, 0.5019],[0.4173, 0.6353],[0.5606, 0.4897],[0.5453, 0.4209],[0.5169, 0.588],[0.508, 0.6898],[0.6794, 0.5554],[0.6653, 0.483],[0.6159, 0.5909],[0.5904, 0.6613]
[0.5437, 0.9275],[0.3482, 0.86],[0.1547, 0.747],[-0.0337, 0.6952],[-0.1828, 0.6794],[0.3033, 0.4276],[0.2864, 0.1869],[0.2787, 0.0457],[0.2754, -0.0722],[0.4343, 0.4384],[0.4112, 0.3136],[0.4019, 0.4931],[0.4108, 0.6272],[0.5591, 0.485],[0.5398, 0.4211],[0.512, 0.5925],[0.4992, 0.7007],[0.6784, 0.5478],[0.6542, 0.4866],[0.6063, 0.6022],[0.5797, 0.6784]
[0.543, 0.9278],[0.345, 0.8609],[0.1479, 0.7471],[-0.0416, 0.6969],[-0.1925, 0.6841],[0.3034, 0.429],[0.2883, 0.1839],[0.2807, 0.0411],[0.2766, -0.0778],[0.4345, 0.4406],[0.407, 0.3139],[0.4012, 0.4918],[0.4139, 0.6256],[0.5596, 0.487],[0.5361, 0.4208],[0.511, 0.5915],[0.4998, 0.6999],[0.6796, 0.5494],[0.6538, 0.4834],[0.6061, 0.5986],[0.5791, 0.6763]
[0.54, 0.924],[0.3428, 0.8597],[0.1458, 0.7493],[-0.0409, 0.6968],[-0.1882, 0.6793],[0.3016, 0.4284],[0.2879, 0.1831],[0.2804, 0.041],[0.276, -0.0773],[0.4331, 0.4394],[0.4068, 0.3142],[0.4016, 0.4923],[0.4142, 0.6283],[0.5578, 0.4848],[0.5354, 0.419],[0.5106, 0.5897],[0.4996, 0.699],[0.6773, 0.5457],[0.65, 0.4856],[0.603, 0.6031],[0.5771, 0.6815]
[0.5413, 0.9272],[0.3427, 0.8592],[0.1457, 0.7462],[-0.045, 0.6966],[-0.1964, 0.6871],[0.3025, 0.429],[0.2918, 0.1878],[0.2862, 0.045],[0.2836, -0.0732],[0.4335, 0.4398],[0.4071, 0.3162],[0.4029, 0.4939],[0.4154, 0.6292],[0.5578, 0.4854],[0.5351, 0.4203],[0.511, 0.5879],[0.5, 0.6961],[0.677, 0.547],[0.6523, 0.4847],[0.6062, 0.5984],[0.5798, 0.6752]
[0.5411, 0.9265],[0.3404, 0.8604],[0.1435, 0.75],[-0.0434, 0.7006],[-0.1906, 0.6894],[0.3038, 0.4322],[0.2925, 0.1922],[0.2881, 0.0501],[0.2869, -0.0677],[0.435, 0.4429],[0.4116, 0.3192],[0.4028, 0.4968],[0.412, 0.6326],[0.5584, 0.4887],[0.5383, 0.4248],[0.5096, 0.5917],[0.4963, 0.6995],[0.676, 0.5506],[0.6544, 0.4892],[0.605, 0.6015],[0.5761, 0.6776]
[0.5429, 0.9302],[0.3404, 0.8633],[0.1411, 0.7486],[-0.0492, 0.6979],[-0.1989, 0.6855],[0.3035, 0.4344],[0.2927, 0.1935],[0.2867, 0.0513],[0.2831, -0.066],[0.4334, 0.4452],[0.411, 0.3218],[0.4047, 0.499],[0.4155, 0.6342],[0.5566, 0.4907],[0.5395, 0.427],[0.5126, 0.5943],[0.4996, 0.7022],[0.6744, 0.5531],[0.6564, 0.4915],[0.6085, 0.6036],[0.5798, 0.6803]
[0.5403, 0.9304],[0.3389, 0.8648],[0.1399, 0.7502],[-0.0499, 0.6997],[-0.2005, 0.6843],[0.3022, 0.4356],[0.2916, 0.1924],[0.2846, 0.0482],[0.2811, -0.0709],[0.4317, 0.4451],[0.4083, 0.323],[0.3999, 0.503],[0.4114, 0.6386],[0.5555, 0.49],[0.5362, 0.4294],[0.5093, 0.5967],[0.4987, 0.7024],[0.6752, 0.5514],[0.6555, 0.491],[0.6054, 0.6025],[0.5764, 0.6772]
[0.5397, 0.9307],[0.3404, 0.8655],[0.1451, 0.7526],[-0.039, 0.7003],[-0.1876, 0.6854],[0.3021, 0.4376],[0.2894, 0.1945],[0.2813, 0.0533],[0.2764, -0.0635],[0.4321, 0.4483],[0.4089, 0.3252],[0.3995, 0.5038],[0.4098, 0.6389],[0.5556, 0.4938],[0.5363, 0.4286],[0.5075, 0.594],[0.4963, 0.7003],[0.6753, 0.5558],[0.6555, 0.4906],[0.6033, 0.6008],[0.5726, 0.6772]
[0.5396, 0.9313],[0.3375, 0.8661],[0.1408, 0.7521],[-0.0446, 0.7016],[-0.1939, 0.6899],[0.3009, 0.4382],[0.2867, 0.1968],[0.2797, 0.055],[0.2758, -0.063],[0.4322, 0.448],[0.406, 0.3241],[0.3988, 0.504],[0.4103, 0.6397],[0.5565, 0.4937],[0.5334, 0.4288],[0.5063, 0.5979],[0.4954, 0.7067],[0.6751, 0.5565],[0.6511, 0.4907],[0.601, 0.604],[0.5724, 0.6824]
[0.5383, 0.934],[0.3376, 0.8676],[0.1406, 0.7518],[-0.044, 0.7021],[-0.1924, 0.6914],[0.3006, 0.4398],[0.2868, 0.201],[0.2803, 0.0593],[0.2769, -0.058],[0.4312, 0.4498],[0.4091, 0.3259],[0.3971, 0.5036],[0.404, 0.6388],[0.5554, 0.4948],[0.5358, 0.4314],[0.5048, 0.5977],[0.4907, 0.7056],[0.6742, 0.5572],[0.6537, 0.4892],[0.6023, 0.5982],[0.5711, 0.6754]
[0.5375, 0.9305],[0.3365, 0.8663],[0.1412, 0.7525],[-0.0422, 0.7004],[-0.1898, 0.6867],[0.3011, 0.4368],[0.2886, 0.1967],[0.2855, 0.052],[0.2866, -0.0704],[0.4309, 0.4467],[0.4061, 0.3254],[0.3954, 0.5025],[0.405, 0.636],[0.5553, 0.4926],[0.5344, 0.4298],[0.5036, 0.597],[0.4902, 0.7055],[0.6747, 0.5564],[0.6523, 0.4885],[0.6001, 0.5999],[0.569, 0.679]
[0.5354, 0.927],[0.3368, 0.865],[0.1449, 0.753],[-0.0332, 0.6998],[-0.1769, 0.6849],[0.3004, 0.4359],[0.285, 0.1957],[0.2796, 0.0563],[0.2771, -0.0596],[0.4308, 0.4477],[0.4055, 0.3271],[0.3961, 0.5059],[0.4047, 0.6401],[0.5551, 0.4943],[0.5313, 0.4289],[0.5016, 0.5967],[0.4888, 0.704],[0.6743, 0.5578],[0.65, 0.4888],[0.5976, 0.6007],[0.5665, 0.6789]
[0.5358, 0.9294],[0.339, 0.8668],[0.1443, 0.7535],[-0.0433, 0.708],[-0.1862, 0.6994],[0.298, 0.4292],[0.2869, 0.1868],[0.2857, 0.0403],[0.2886, -0.0808],[0.4312, 0.4382],[0.4029, 0.3203],[0.3925, 0.5122],[0.4046, 0.6464],[0.5571, 0.4868],[0.5285, 0.4212],[0.5011, 0.5952],[0.4966, 0.6977],[0.6758, 0.5558],[0.6525, 0.4882],[0.602, 0.6023],[0.5789, 0.6725]
[0.5346, 0.9295],[0.3386, 0.8629],[0.1449, 0.7538],[-0.0417, 0.7089],[-0.1849, 0.6986],[0.2977, 0.4317],[0.2862, 0.193],[0.2805, 0.0513],[0.2782, -0.0643],[0.4307, 0.4404],[0.4003, 0.3184],[0.3909, 0.5053],[0.4039, 0.6401],[0.5563, 0.4883],[0.5278, 0.4204],[0.5001, 0.5917],[0.4949, 0.6946],[0.6741, 0.5559],[0.6527, 0.4875],[0.602, 0.5993],[0.5782, 0.6699]
[0.5347, 0.934],[0.3399, 0.8678],[0.1465, 0.7543],[-0.042, 0.7085],[-0.188, 0.6993],[0.2999, 0.4364],[0.2836, 0.1955],[0.2762, 0.0545],[0.2737, -0.0606],[0.4305, 0.4441],[0.3979, 0.3202],[0.3888, 0.5075],[0.4047, 0.6386],[0.5556, 0.4904],[0.5249, 0.4214],[0.4989, 0.5908],[0.4977, 0.6882],[0.6749, 0.5563],[0.6507, 0.486],[0.5996, 0.5968],[0.5782, 0.6636]
[0.5381, 0.9365],[0.3389, 0.8665],[0.1437, 0.7518],[-0.0481, 0.7068],[-0.1971, 0.7013],[0.2999, 0.4377],[0.2847, 0.1995],[0.2773, 0.0592],[0.2753, -0.0554],[0.4293, 0.4446],[0.4002, 0.3217],[0.3914, 0.5028],[0.4069, 0.6306],[0.554, 0.4902],[0.5277, 0.4222],[0.4997, 0.5854],[0.4957, 0.6814],[0.6732, 0.5559],[0.6536, 0.4867],[0.5988, 0.5916],[0.5728, 0.6576]
[0.5371, 0.9302],[0.3364, 0.8657],[0.1408, 0.7519],[-0.0483, 0.7049],[-0.1956, 0.6924],[0.2978, 0.4292],[0.2843, 0.1872],[0.2782, 0.0461],[0.2771, -0.071],[0.4285, 0.4397],[0.4021, 0.3196],[0.3943, 0.504],[0.4103, 0.6354],[0.5539, 0.4873],[0.5295, 0.4273],[0.5036, 0.5951],[0.501, 0.6934],[0.6733, 0.5536],[0.654, 0.487],[0.6005, 0.5975],[0.5751, 0.6683]
[0.5355, 0.9347],[0.337, 0.866],[0.1447, 0.7533],[-0.0382, 0.7053],[-0.183, 0.6926],[0.2974, 0.4329],[0.2828, 0.1936],[0.2765, 0.0534],[0.2726, -0.0614],[0.4295, 0.4434],[0.4025, 0.3219],[0.3947, 0.5017],[0.4062, 0.6351],[0.5547, 0.4903],[0.5308, 0.4253],[0.5035, 0.5924],[0.4953, 0.6966],[0.6724, 0.5556],[0.6521, 0.4872],[0.6015, 0.5982],[0.5749, 0.6734]
