[0.6032, 0.9311],[0.4057, 0.8804],[0.2317, 0.7773],[0.0759, 0.7244],[-0.0542, 0.7016],[0.3832, 0.4476],[0.3522, 0.2071],[0.3368, 0.0649],[0.3322, -0.049],[0.5113, 0.4496],[0.5474, 0.2954],[0.5616, 0.4478],[0.5653, 0.5757],[0.6323, 0.4871],[0.6655, 0.3651],[0.6674, 0.5095],[0.6549, 0.6174],[0.7427, 0.544],[0.7784, 0.4284],[0.7639, 0.5238],[0.7382, 0.6157]
[0.5713, 0.9562],[0.3828, 0.8831],[0.2011, 0.7586],[0.02, 0.6851],[-0.1309, 0.6653],[0.3498, 0.4455],[0.3325, 0.207],[0.3262, 0.0665],[0.3301, -0.0586],[0.4821, 0.4554],[0.5132, 0.3038],[0.5174, 0.4774],[0.5169, 0.6098],[0.6068, 0.5014],[0.6407, 0.391],[0.6258, 0.5441],[0.6006, 0.6577],[0.7175, 0.5658],[0.7529, 0.4577],[0.7245, 0.5473],[0.6901, 0.6265]
[0.5672, 0.9544],[0.3777, 0.8823],[0.1948, 0.758],[0.0121, 0.683],[-0.1399, 0.6636],[0.3489, 0.4428],[0.3342, 0.2044],[0.3293, 0.0625],[0.3345, -0.0649],[0.4813, 0.4529],[0.5123, 0.3031],[0.5147, 0.4742],[0.5147, 0.606],[0.6061, 0.4984],[0.6383, 0.3895],[0.621, 0.5422],[0.5967, 0.6551],[0.7195, 0.5621],[0.7475, 0.4568],[0.72, 0.5506],[0.6899, 0.6316]
[0.5687, 0.9513],[0.382, 0.8807],[0.1993, 0.7597],[0.0183, 0.6864],[-0.1324, 0.6705],[0.3478, 0.4419],[0.3359, 0.2018],[0.332, 0.0603],[0.3381, -0.0672],[0.4811, 0.4513],[0.5078, 0.3031],[0.5133, 0.4701],[0.5159, 0.6022],[0.6065, 0.4954],[0.6377, 0.3875],[0.6241, 0.5396],[0.6012, 0.6543],[0.7207, 0.5575],[0.7501, 0.4558],[0.7217, 0.5484],[0.689, 0.6287]
[0.5679, 0.9563],[0.3817, 0.8828],[0.203, 0.7607],[0.024, 0.6839],[-0.1268, 0.6651],[0.35, 0.4423],[0.336, 0.2029],[0.3299, 0.0627],[0.3334, -0.0637],[0.4819, 0.4534],[0.5099, 0.3048],[0.5156, 0.4739],[0.518, 0.6055],[0.6058, 0.4995],[0.6383, 0.3914],[0.6235, 0.5435],[0.5998, 0.6576],[0.7181, 0.5629],[0.7494, 0.4568],[0.7211, 0.5489],[0.6892, 0.6304]
[0.5659, 0.9577],[0.3799, 0.8832],[0.1989, 0.7575],[0.0162, 0.6823],[-0.137, 0.6653],[0.3505, 0.4427],[0.3371, 0.2055],[0.3313, 0.0665],[0.3351, -0.0566],[0.4822, 0.4546],[0.5145, 0.304],[0.5159, 0.4715],[0.5143, 0.6024],[0.606, 0.5012],[0.6405, 0.3933],[0.6226, 0.542],[0.5979, 0.6546],[0.72, 0.5645],[0.7503, 0.4567],[0.722, 0.5474],[0.6904, 0.6295]
[0.5648, 0.9524],[0.3783, 0.8793],[0.197, 0.755],[0.015, 0.6819],[-0.1362, 0.6688],[0.351, 0.4394],[0.3369, 0.1991],[0.3339, 0.0594],[0.3402, -0.0655],[0.4834, 0.4501],[0.5146, 0.3025],[0.5181, 0.4734],[0.5168, 0.6048],[0.6074, 0.4962],[0.6399, 0.3901],[0.6242, 0.5418],[0.5986, 0.6543],[0.7194, 0.5597],[0.7504, 0.4568],[0.7217, 0.5472],[0.6876, 0.6254]
[0.567, 0.955],[0.3811, 0.8781],[0.2025, 0.7577],[0.0178, 0.6845],[-0.1361, 0.6726],[0.3509, 0.441],[0.3365, 0.2019],[0.3339, 0.0629],[0.3414, -0.062],[0.4827, 0.4518],[0.5122, 0.3034],[0.5169, 0.4709],[0.5185, 0.6007],[0.6067, 0.4977],[0.6399, 0.3888],[0.6245, 0.5388],[0.6002, 0.6515],[0.7178, 0.5609],[0.751, 0.4574],[0.7216, 0.5472],[0.6891, 0.6254]
[0.5629, 0.9518],[0.3774, 0.8787],[0.1982, 0.7556],[0.0162, 0.6832],[-0.1372, 0.6713],[0.3508, 0.439],[0.3366, 0.1977],[0.3325, 0.0562],[0.3384, -0.07],[0.4828, 0.4502],[0.5119, 0.302],[0.5152, 0.472],[0.5158, 0.6027],[0.607, 0.4967],[0.6394, 0.3895],[0.6223, 0.541],[0.5974, 0.6541],[0.7199, 0.5601],[0.7504, 0.4552],[0.7203, 0.5472],[0.6864, 0.6284]
[0.5684, 0.9586],[0.3834, 0.8829],[0.2039, 0.7595],[0.0206, 0.6865],[-0.1316, 0.6735],[0.3506, 0.4444],[0.3382, 0.206],[0.335, 0.0671],[0.3414, -0.0565],[0.4818, 0.4551],[0.5106, 0.3025],[0.5149, 0.4704],[0.5174, 0.601],[0.6056, 0.5009],[0.6379, 0.3881],[0.6225, 0.5362],[0.6008, 0.6494],[0.7188, 0.5642],[0.7501, 0.4565],[0.7204, 0.5439],[0.6879, 0.6237]
[0.5686, 0.9535],[0.3829, 0.8826],[0.2007, 0.7596],[0.0177, 0.6867],[-0.1364, 0.6693],[0.3505, 0.4424],[0.3368, 0.2045],[0.3334, 0.065],[0.3395, -0.0594],[0.4828, 0.4529],[0.5113, 0.3039],[0.5176, 0.4734],[0.52, 0.6045],[0.6076, 0.4982],[0.6387, 0.3911],[0.6244, 0.5378],[0.6015, 0.649],[0.7223, 0.5599],[0.7513, 0.4549],[0.7226, 0.5427],[0.6891, 0.6216]
[0.5702, 0.9526],[0.383, 0.8801],[0.2024, 0.7608],[0.0191, 0.6855],[-0.1351, 0.6661],[0.3512, 0.444],[0.3383, 0.205],[0.3329, 0.0655],[0.3366, -0.0583],[0.4835, 0.4545],[0.5081, 0.306],[0.5154, 0.4745],[0.519, 0.605],[0.6082, 0.4995],[0.6374, 0.3899],[0.6233, 0.5385],[0.5997, 0.6514],[0.7217, 0.5608],[0.7517, 0.4573],[0.7211, 0.5457],[0.6853, 0.6247]
[0.5691, 0.9527],[0.3822, 0.8803],[0.2014, 0.7597],[0.0192, 0.6871],[-0.1345, 0.6679],[0.3501, 0.4447],[0.3333, 0.2041],[0.3251, 0.0642],[0.3264, -0.0589],[0.4823, 0.4561],[0.5108, 0.3053],[0.5163, 0.4734],[0.5179, 0.604],[0.6067, 0.5016],[0.6388, 0.3903],[0.6228, 0.5383],[0.5979, 0.6505],[0.7198, 0.5631],[0.7513, 0.4555],[0.7206, 0.5449],[0.6849, 0.6256]
[0.5697, 0.9506],[0.3828, 0.8794],[0.1972, 0.7604],[0.0121, 0.6867],[-0.1427, 0.6686],[0.3481, 0.4433],[0.333, 0.2045],[0.3286, 0.0655],[0.3333, -0.0582],[0.4825, 0.4537],[0.5113, 0.3007],[0.5156, 0.4741],[0.5149, 0.6049],[0.6088, 0.4997],[0.6408, 0.3887],[0.6236, 0.5443],[0.5966, 0.6575],[0.7226, 0.5623],[0.7535, 0.4561],[0.7242, 0.5524],[0.69, 0.633]
[0.5713, 0.9526],[0.3841, 0.8807],[0.2024, 0.7611],[0.0156, 0.6877],[-0.14, 0.6667],[0.3491, 0.4428],[0.3347, 0.2006],[0.3296, 0.0592],[0.3342, -0.0658],[0.4823, 0.4527],[0.5105, 0.3027],[0.5159, 0.4752],[0.5165, 0.606],[0.6084, 0.4973],[0.64, 0.3884],[0.6245, 0.545],[0.5987, 0.6584],[0.722, 0.5592],[0.753, 0.4572],[0.723, 0.5532],[0.6892, 0.6328]
[0.5715, 0.9523],[0.3837, 0.8793],[0.2027, 0.7608],[0.0167, 0.6859],[-0.1381, 0.6636],[0.3504, 0.4439],[0.3347, 0.2072],[0.3286, 0.0701],[0.3316, -0.0524],[0.4834, 0.4531],[0.512, 0.3049],[0.5153, 0.4768],[0.5146, 0.6072],[0.6091, 0.4966],[0.6407, 0.3889],[0.6231, 0.5458],[0.5973, 0.6594],[0.7226, 0.5567],[0.7515, 0.4544],[0.7215, 0.5531],[0.6904, 0.6346]
[0.572, 0.9531],[0.3834, 0.8834],[0.2002, 0.7611],[0.0157, 0.6848],[-0.1378, 0.6656],[0.3486, 0.4431],[0.335, 0.2062],[0.3291, 0.0682],[0.3323, -0.0537],[0.4827, 0.4526],[0.5133, 0.3025],[0.5172, 0.473],[0.5148, 0.6039],[0.6094, 0.4962],[0.6414, 0.3883],[0.6257, 0.5446],[0.5986, 0.6588],[0.7245, 0.557],[0.7542, 0.4565],[0.7249, 0.5521],[0.6907, 0.6317]
[0.573, 0.9522],[0.3865, 0.8807],[0.2064, 0.7629],[0.0244, 0.6855],[-0.1243, 0.6662],[0.3493, 0.4433],[0.3318, 0.2033],[0.3234, 0.0648],[0.3251, -0.0579],[0.4821, 0.4528],[0.5134, 0.304],[0.5193, 0.4774],[0.5191, 0.6091],[0.6077, 0.4962],[0.6424, 0.3897],[0.6262, 0.5482],[0.5991, 0.6618],[0.7204, 0.5561],[0.754, 0.4569],[0.7247, 0.5551],[0.6916, 0.6349]
[0.5707, 0.961],[0.3841, 0.8855],[0.205, 0.7641],[0.021, 0.6846],[-0.1308, 0.6608],[0.3509, 0.4433],[0.3328, 0.2015],[0.3248, 0.0633],[0.3262, -0.0587],[0.4833, 0.4541],[0.5142, 0.3062],[0.5172, 0.4794],[0.5165, 0.6093],[0.6085, 0.4984],[0.6431, 0.391],[0.6225, 0.5476],[0.5957, 0.661],[0.7214, 0.5592],[0.7551, 0.4536],[0.7223, 0.5508],[0.6882, 0.6329]
[0.5707, 0.9545],[0.3843, 0.8855],[0.2014, 0.7623],[0.02, 0.6844],[-0.1318, 0.6611],[0.349, 0.4422],[0.3349, 0.2021],[0.3293, 0.0626],[0.3328, -0.06],[0.4819, 0.4525],[0.5158, 0.3045],[0.5181, 0.4763],[0.5156, 0.608],[0.607, 0.4953],[0.6426, 0.3929],[0.6225, 0.5477],[0.5958, 0.6597],[0.7234, 0.5544],[0.7542, 0.452],[0.7239, 0.5518],[0.6902, 0.6351]
[0.5702, 0.9542],[0.3847, 0.8839],[0.2029, 0.7629],[0.0221, 0.6851],[-0.1291, 0.6603],[0.3496, 0.444],[0.3357, 0.2058],[0.3285, 0.0674],[0.3307, -0.0542],[0.4826, 0.4539],[0.5146, 0.3043],[0.5167, 0.4774],[0.5149, 0.6078],[0.6076, 0.4973],[0.643, 0.3918],[0.6224, 0.5477],[0.5952, 0.6595],[0.7232, 0.5573],[0.7542, 0.4566],[0.7225, 0.5547],[0.6876, 0.635]
[0.5689, 0.9518],[0.3803, 0.881],[0.1983, 0.759],[0.0169, 0.6842],[-0.1359, 0.6593],[0.3494, 0.4423],[0.3349, 0.2063],[0.3293, 0.0698],[0.3344, -0.0507],[0.4825, 0.453],[0.5145, 0.3013],[0.5148, 0.4737],[0.5132, 0.6041],[0.6077, 0.4977],[0.6425, 0.3908],[0.6216, 0.5449],[0.5954, 0.6564],[0.723, 0.5583],[0.7541, 0.4551],[0.7227, 0.5504],[0.6889, 0.6303]
[0.5723, 0.9553],[0.382, 0.8829],[0.1962, 0.7584],[0.0112, 0.6842],[-0.1424, 0.6639],[0.3495, 0.4442],[0.3351, 0.2031],[0.3292, 0.0655],[0.3337, -0.0555],[0.483, 0.455],[0.5141, 0.3005],[0.5175, 0.4757],[0.5179, 0.6088],[0.6079, 0.4996],[0.6412, 0.3903],[0.6242, 0.5456],[0.6002, 0.6589],[0.721, 0.56],[0.7531, 0.4556],[0.7232, 0.5508],[0.69, 0.6311]
[0.5721, 0.9565],[0.3844, 0.8818],[0.1986, 0.7578],[0.0105, 0.6855],[-0.1447, 0.6681],[0.3492, 0.4467],[0.3369, 0.2057],[0.3272, 0.0671],[0.3269, -0.0559],[0.4834, 0.4552],[0.5153, 0.3023],[0.5177, 0.475],[0.5175, 0.6088],[0.6082, 0.498],[0.6436, 0.3889],[0.6253, 0.5444],[0.6012, 0.6603],[0.7215, 0.5574],[0.7539, 0.4537],[0.7235, 0.5497],[0.6906, 0.6328]
[0.5674, 0.9513],[0.3814, 0.8777],[0.1979, 0.7569],[0.0123, 0.6842],[-0.1427, 0.6654],[0.3493, 0.4441],[0.3377, 0.2036],[0.3297, 0.0627],[0.3309, -0.063],[0.484, 0.4525],[0.5114, 0.3037],[0.5152, 0.478],[0.517, 0.6102],[0.6098, 0.4966],[0.6423, 0.3903],[0.6254, 0.5476],[0.6025, 0.6622],[0.7237, 0.5572],[0.7548, 0.4546],[0.724, 0.5519],[0.6915, 0.6339]
[0.5719, 0.9495],[0.3852, 0.8805],[0.2013, 0.7595],[0.0152, 0.6892],[-0.1399, 0.6735],[0.3497, 0.4432],[0.335, 0.2011],[0.3313, 0.0595],[0.3385, -0.0656],[0.4831, 0.4514],[0.5136, 0.3034],[0.5211, 0.4752],[0.523, 0.6088],[0.6082, 0.4934],[0.6425, 0.3914],[0.6294, 0.5497],[0.605, 0.6651],[0.7216, 0.5523],[0.7531, 0.4579],[0.7264, 0.5537],[0.6935, 0.6321]
[0.5707, 0.9486],[0.386, 0.8809],[0.205, 0.7635],[0.0225, 0.6903],[-0.1302, 0.6689],[0.3506, 0.4445],[0.3343, 0.2056],[0.326, 0.0659],[0.3281, -0.057],[0.4833, 0.4518],[0.5133, 0.3034],[0.5206, 0.4751],[0.5232, 0.6078],[0.6073, 0.4931],[0.6422, 0.3908],[0.6284, 0.549],[0.6052, 0.6643],[0.7209, 0.5518],[0.7521, 0.4558],[0.725, 0.5512],[0.6923, 0.6312]
[0.5713, 0.9525],[0.3867, 0.8816],[0.207, 0.7621],[0.0242, 0.6885],[-0.1302, 0.6692],[0.3527, 0.4446],[0.3375, 0.2101],[0.3304, 0.0708],[0.3337, -0.0525],[0.485, 0.4521],[0.513, 0.3041],[0.5199, 0.4753],[0.5227, 0.6074],[0.6093, 0.4943],[0.6412, 0.3914],[0.6279, 0.5477],[0.6062, 0.6626],[0.723, 0.5539],[0.7518, 0.4562],[0.7249, 0.5509],[0.6934, 0.6311]
[0.5712, 0.9498],[0.3847, 0.88],[0.2052, 0.7586],[0.0237, 0.6864],[-0.131, 0.6677],[0.3514, 0.4411],[0.3354, 0.2042],[0.3291, 0.0636],[0.3342, -0.0611],[0.484, 0.4499],[0.5136, 0.3024],[0.5184, 0.4729],[0.5205, 0.6029],[0.6092, 0.4932],[0.6406, 0.3901],[0.626, 0.5432],[0.6041, 0.6544],[0.7248, 0.5533],[0.7523, 0.4544],[0.7243, 0.5484],[0.6934, 0.6271]
[0.5695, 0.9539],[0.3841, 0.8782],[0.2049, 0.7576],[0.0195, 0.6836],[-0.1356, 0.6664],[0.3521, 0.4446],[0.3348, 0.2113],[0.328, 0.0733],[0.3315, -0.0489],[0.4831, 0.4531],[0.5126, 0.3059],[0.5173, 0.4778],[0.5196, 0.6066],[0.6071, 0.4969],[0.6412, 0.3932],[0.6239, 0.547],[0.6008, 0.6589],[0.721, 0.5583],[0.7518, 0.4585],[0.7213, 0.551],[0.6883, 0.63]
[0.5677, 0.9506],[0.3839, 0.8815],[0.2023, 0.7579],[0.0207, 0.6855],[-0.1316, 0.6681],[0.3499, 0.446],[0.3348, 0.2088],[0.3297, 0.0692],[0.3353, -0.0537],[0.4825, 0.4531],[0.511, 0.3032],[0.5178, 0.4744],[0.5219, 0.6053],[0.6081, 0.4961],[0.6389, 0.3905],[0.6258, 0.5418],[0.6055, 0.6525],[0.7243, 0.5567],[0.7529, 0.4583],[0.7236, 0.5484],[0.6909, 0.6245]
[0.5733, 0.9524],[0.3908, 0.8843],[0.2098, 0.7643],[0.0281, 0.6925],[-0.1247, 0.6756],[0.3513, 0.4475],[0.3357, 0.2063],[0.3298, 0.0638],[0.3346, -0.0612],[0.4828, 0.4551],[0.512, 0.3047],[0.5209, 0.4752],[0.5259, 0.6072],[0.6079, 0.4971],[0.6396, 0.3909],[0.6283, 0.5427],[0.6085, 0.6554],[0.7237, 0.5564],[0.7547, 0.4558],[0.7261, 0.5476],[0.6928, 0.6269]
[0.5727, 0.953],[0.3884, 0.8819],[0.2098, 0.7643],[0.0302, 0.6904],[-0.1228, 0.6724],[0.3531, 0.4474],[0.3389, 0.2117],[0.3331, 0.0722],[0.3367, -0.0517],[0.4843, 0.4564],[0.5105, 0.3079],[0.5147, 0.4756],[0.5165, 0.6057],[0.6092, 0.5],[0.6384, 0.394],[0.6223, 0.5434],[0.6, 0.6565],[0.7256, 0.5603],[0.7519, 0.4555],[0.7216, 0.5458],[0.6877, 0.6274]
[0.5716, 0.9515],[0.3857, 0.8822],[0.2083, 0.7641],[0.0308, 0.6903],[-0.1219, 0.6698],[0.3538, 0.4455],[0.3389, 0.2114],[0.3338, 0.0717],[0.3395, -0.0535],[0.4853, 0.4551],[0.5138, 0.3069],[0.5154, 0.4753],[0.5154, 0.6061],[0.61, 0.499],[0.6397, 0.3943],[0.6216, 0.5442],[0.5979, 0.657],[0.7255, 0.5593],[0.7523, 0.4557],[0.7221, 0.5468],[0.6887, 0.6277]
[0.5741, 0.9492],[0.387, 0.879],[0.2098, 0.7622],[0.0306, 0.6884],[-0.1216, 0.6677],[0.3544, 0.4422],[0.3373, 0.2053],[0.3326, 0.0651],[0.3379, -0.0589],[0.4852, 0.4526],[0.5145, 0.3059],[0.5162, 0.4747],[0.5143, 0.6062],[0.6093, 0.4967],[0.6399, 0.3938],[0.6212, 0.5448],[0.5954, 0.6582],[0.7238, 0.5566],[0.7521, 0.454],[0.7212, 0.5473],[0.686, 0.6298]
[0.5724, 0.954],[0.3876, 0.8831],[0.2104, 0.7633],[0.0291, 0.6907],[-0.1261, 0.6731],[0.3531, 0.4461],[0.3382, 0.2086],[0.3332, 0.0678],[0.3382, -0.0561],[0.4842, 0.4562],[0.5126, 0.3086],[0.5165, 0.4768],[0.5174, 0.6072],[0.609, 0.4993],[0.639, 0.3953],[0.6234, 0.5471],[0.6008, 0.6602],[0.7246, 0.5587],[0.751, 0.4541],[0.7218, 0.5464],[0.6891, 0.628]
[0.5721, 0.9563],[0.3866, 0.8842],[0.2094, 0.7677],[0.0321, 0.6947],[-0.1192, 0.675],[0.3527, 0.4475],[0.3393, 0.2123],[0.3355, 0.0718],[0.3422, -0.0535],[0.485, 0.4577],[0.5118, 0.3083],[0.5128, 0.4752],[0.5128, 0.6057],[0.6105, 0.5024],[0.6393, 0.3974],[0.6213, 0.5475],[0.5978, 0.6605],[0.7271, 0.563],[0.7544, 0.4562],[0.7243, 0.5471],[0.6902, 0.6285]
[0.5671, 0.9616],[0.3796, 0.8843],[0.2011, 0.7628],[0.0184, 0.6843],[-0.1338, 0.6569],[0.3527, 0.4478],[0.3405, 0.2077],[0.3351, 0.0694],[0.3391, -0.0544],[0.4835, 0.4601],[0.5149, 0.3127],[0.5126, 0.4827],[0.5096, 0.6102],[0.6067, 0.5073],[0.6411, 0.3976],[0.6178, 0.5463],[0.5914, 0.6573],[0.7192, 0.5715],[0.7537, 0.4584],[0.7203, 0.5524],[0.6862, 0.6368]
[0.5649, 0.9594],[0.3785, 0.8877],[0.198, 0.7632],[0.0186, 0.6865],[-0.1311, 0.6606],[0.3506, 0.4482],[0.3398, 0.2069],[0.3358, 0.0671],[0.3416, -0.0573],[0.4834, 0.4588],[0.5144, 0.3103],[0.5119, 0.4807],[0.5084, 0.6098],[0.6087, 0.5037],[0.6393, 0.3953],[0.6191, 0.5447],[0.5954, 0.6541],[0.7242, 0.5663],[0.7513, 0.4575],[0.7207, 0.5522],[0.6901, 0.6336]
[0.5681, 0.9566],[0.382, 0.887],[0.2019, 0.766],[0.0223, 0.6891],[-0.1274, 0.6671],[0.3512, 0.4485],[0.3383, 0.2048],[0.3337, 0.0635],[0.3381, -0.0608],[0.4827, 0.4584],[0.5104, 0.3087],[0.5121, 0.4798],[0.5117, 0.6102],[0.6075, 0.5028],[0.6363, 0.393],[0.6204, 0.5427],[0.5993, 0.6533],[0.7227, 0.5646],[0.7487, 0.4551],[0.7204, 0.5481],[0.6915, 0.6291]
[0.5649, 0.9532],[0.3802, 0.8833],[0.2017, 0.7642],[0.0204, 0.6872],[-0.1318, 0.6617],[0.3501, 0.4478],[0.3367, 0.2062],[0.3304, 0.0671],[0.3341, -0.0553],[0.4828, 0.459],[0.5115, 0.3114],[0.5142, 0.482],[0.5145, 0.6135],[0.6074, 0.5039],[0.6375, 0.397],[0.6218, 0.5475],[0.6003, 0.6603],[0.7212, 0.5647],[0.7491, 0.4568],[0.7221, 0.5496],[0.6938, 0.6325]
[0.57, 0.9571],[0.3834, 0.8848],[0.2011, 0.765],[0.0194, 0.6879],[-0.1311, 0.6628],[0.3484, 0.4519],[0.3353, 0.2095],[0.3299, 0.0695],[0.3346, -0.0533],[0.4816, 0.4625],[0.5135, 0.3104],[0.5143, 0.4812],[0.5128, 0.6123],[0.6062, 0.5069],[0.6384, 0.3958],[0.6212, 0.5464],[0.5992, 0.659],[0.7204, 0.5676],[0.7506, 0.46],[0.7218, 0.5529],[0.6916, 0.6346]
[0.5646, 0.9507],[0.3793, 0.884],[0.2003, 0.7657],[0.0218, 0.6869],[-0.1281, 0.6598],[0.3479, 0.4479],[0.3314, 0.2069],[0.3239, 0.0671],[0.3272, -0.0567],[0.4813, 0.4586],[0.5111, 0.3056],[0.5107, 0.4783],[0.5083, 0.6113],[0.6061, 0.5045],[0.6381, 0.3955],[0.6188, 0.5492],[0.5939, 0.6632],[0.7196, 0.5667],[0.7491, 0.4592],[0.7199, 0.5528],[0.6878, 0.6352]
